Timestamp,src1_port2_qdepth,src1_port2_mbps,src1_port3_qdepth,src1_port3_mbps,src1_port4_qdepth,src1_port4_mbps,src1_port5_qdepth,src1_port5_mbps
1777569145.3598263,1,0.01,1,0.01,1,0.01,1,0.04
1777569145.474834,3,0.13,3,0.13,3,0.13,3,0.18
1777569145.59228,7,0.27,7,0.3,4,0.36,5,0.3
1777569145.6937687,8,0.5,7,0.45,1,0.46,1,0.42
1777569145.8029673,6,0.54,7,0.54,2,0.48,2,0.52
1777569145.912701,5,0.6,6,0.63,2,0.53,2,0.55
1777569146.0269158,5,0.66,6,0.72,3,0.58,2,0.54
1777569146.1569061,6,0.68,6,0.66,3,0.59,3,0.54
1777569146.2614655,6,0.71,5,0.7,1,0.65,1,0.58
1777569146.3639934,6,0.73,6,0.73,3,0.66,3,0.57
1777569146.4682548,6,0.75,6,0.74,4,0.69,3,0.6
1777569146.5697079,9,0.73,9,0.69,2,0.73,2,0.59
1777569146.6723328,9,0.78,9,0.76,2,0.75,2,0.65
1777569146.7814503,9,0.77,10,0.75,3,0.68,2,0.68
1777569146.887229,11,0.74,11,0.76,3,0.74,3,0.77
1777569146.9959903,14,0.77,14,0.79,2,0.74,2,0.83
1777569147.1032202,17,0.77,16,0.78,1,0.75,2,0.87
1777569147.20786,16,0.74,15,0.78,2,0.72,2,0.78
1777569147.3158362,18,0.78,18,0.8,3,0.83,2,0.8
1777569147.4341118,19,0.75,20,0.77,2,0.81,3,0.77
1777569147.5400896,22,0.76,22,0.77,2,0.8,2,0.87
1777569147.6552632,23,0.74,23,0.81,2,0.8,2,0.76
1777569147.7587874,25,0.75,25,0.8,1,0.73,2,0.8
1777569147.8712938,27,0.78,27,0.75,5,0.82,5,0.87
1777569147.9793377,28,0.8,28,0.78,8,0.93,9,0.96
1777569148.088725,29,0.78,30,0.77,13,1.03,13,1.02
1777569148.1987984,30,0.77,30,0.79,16,1.04,16,1.06
1777569148.3102589,33,0.79,33,0.74,21,1.1,20,1.09
1777569148.4117944,37,0.76,37,0.76,23,1.11,23,1.17
1777569148.523656,43,0.81,42,0.75,27,1.09,27,1.16
1777569148.6380048,47,0.75,47,0.77,32,1.16,32,1.15
1777569148.7491863,53,0.78,53,0.79,35,1.16,35,1.15
1777569148.8584306,57,0.77,58,0.77,39,1.13,39,1.15
1777569148.965079,62,0.8,62,0.74,42,1.18,42,1.17
1777569149.070127,64,0.79,64,0.78,44,1.19,44,1.18
1777569149.1817431,64,0.77,64,0.77,47,1.21,46,1.2
1777569149.2916293,64,0.79,64,0.79,49,1.19,48,1.16
1777569149.3953934,64,0.79,64,0.79,52,1.2,52,1.21
1777569149.5066457,64,0.74,64,0.77,55,1.19,55,1.19
1777569149.613697,64,0.78,64,0.8,57,1.19,57,1.19
1777569149.7258193,64,0.76,64,0.78,59,1.2,59,1.21
1777569149.8325133,64,0.76,64,0.74,61,1.2,61,1.2
1777569149.9409094,64,0.79,64,0.75,60,1.19,61,1.2
1777569150.0461655,64,0.78,64,0.75,61,1.2,61,1.2
1777569150.158274,64,0.8,64,0.78,63,1.18,63,1.18
1777569150.2629118,64,0.79,64,0.78,64,1.19,64,1.19
1777569150.3732433,64,0.81,64,0.77,64,1.18,64,1.21
1777569150.4846568,64,0.75,64,0.76,64,1.17,64,1.19
1777569150.5954754,64,0.75,64,0.75,64,1.2,64,1.18
1777569150.7014945,64,0.75,64,0.75,64,1.2,64,1.22
1777569150.8118265,64,0.78,64,0.78,64,1.19,64,1.17
1777569150.9169164,64,0.78,64,0.75,64,1.19,64,1.18
1777569151.02086,64,0.75,64,0.76,64,1.17,64,1.2
1777569151.1263993,64,0.79,64,0.73,64,1.18,64,1.2
1777569151.2317033,64,0.75,64,0.74,64,1.19,64,1.2
1777569151.3435287,64,0.77,64,0.74,64,1.21,64,1.18
1777569151.450065,64,0.8,64,0.78,64,1.2,64,1.22
1777569151.5613348,64,0.81,64,0.8,64,1.16,64,1.17
1777569151.6718993,64,0.79,64,0.78,64,1.19,64,1.16
1777569151.7812707,64,0.77,64,0.77,64,1.21,64,1.23
1777569151.8979974,64,0.78,64,0.75,64,1.18,64,1.19
1777569152.0054655,64,0.77,64,0.75,64,1.18,64,1.16
1777569152.1095197,64,0.78,64,0.76,63,1.19,63,1.18
1777569152.2217784,64,0.79,64,0.75,63,1.21,62,1.2
1777569152.330077,64,0.78,64,0.72,63,1.17,64,1.19
1777569152.4362006,64,0.77,64,0.77,64,1.18,64,1.19
1777569152.5439079,64,0.8,64,0.76,64,1.18,64,1.19
1777569152.6479971,64,0.79,64,0.77,64,1.19,64,1.17
1777569152.7528353,64,0.79,64,0.74,64,1.2,64,1.18
1777569152.8612163,64,0.75,64,0.74,64,1.19,64,1.18
1777569152.9645069,64,0.76,64,0.72,64,1.21,64,1.2
1777569153.0701985,64,0.79,64,0.77,64,1.21,64,1.2
1777569153.1788116,64,0.78,64,0.76,64,1.2,64,1.22
1777569153.2884905,64,0.77,64,0.76,64,1.19,64,1.17
1777569153.3921561,64,0.77,64,0.8,61,1.2,61,1.19
1777569153.5033202,64,0.79,64,0.78,63,1.22,63,1.18
1777569153.6108675,64,0.78,64,0.8,62,1.21,62,1.21
1777569153.716058,64,0.78,64,0.79,63,1.18,63,1.21
1777569153.8252017,64,0.77,64,0.78,63,1.21,62,1.23
1777569153.936003,64,0.76,64,0.8,63,1.19,62,1.18
1777569154.039933,64,0.8,64,0.79,62,1.2,61,1.23
1777569154.1499681,64,0.78,64,0.78,60,1.19,60,1.17
1777569154.2537487,64,0.78,64,0.78,60,1.17,61,1.16
1777569154.35574,64,0.79,64,0.78,62,1.16,62,1.19
1777569154.4617643,64,0.78,64,0.75,62,1.2,61,1.19
1777569154.5717192,64,0.8,64,0.75,61,1.19,62,1.18
1777569154.67762,64,0.79,64,0.75,56,1.2,55,1.19
1777569154.785153,64,0.78,64,0.79,51,1.23,52,1.22
