Timestamp,src1_port2_qdepth,src1_port2_mbps,src1_port3_qdepth,src1_port3_mbps,src1_port4_qdepth,src1_port4_mbps,src1_port5_qdepth,src1_port5_mbps
1777590671.3572726,1,0.02,1,0.01,2,0.02,1,0.02
1777590671.4596956,1,0.01,1,0.02,1,0.01,1,0.02
1777590671.562385,1,0.01,1,0.02,1,0.02,1,0.01
1777590671.6663694,1,0.01,1,0.02,1,0.02,0,0.01
1777590671.7686348,1,0.02,1,0.02,0,0.01,1,0.01
1777590671.8964653,1,0.02,1,0.01,1,0.01,1,0.01
1777590672.0493178,4,0.12,2,0.12,1,0.03,1,0.05
1777590672.1779397,2,0.17,3,0.22,1,0.08,1,0.12
1777590672.3062625,1,0.26,1,0.29,2,0.16,2,0.16
1777590672.4251947,1,0.27,2,0.35,1,0.17,1,0.2
1777590672.5556815,3,0.37,4,0.41,4,0.25,3,0.25
1777590672.6775064,2,0.43,3,0.49,1,0.23,2,0.29
1777590672.8262165,2,0.4,4,0.48,1,0.19,1,0.25
1777590672.9591632,2,0.44,2,0.44,2,0.21,2,0.3
1777590673.110012,1,0.42,2,0.35,1,0.22,0,0.21
1777590673.2484255,2,0.37,2,0.37,0,0.15,2,0.25
1777590673.468398,3,0.39,2,0.41,1,0.19,1,0.24
1777590673.5986629,1,0.32,1,0.36,2,0.26,1,0.25
1777590673.7272007,2,0.34,1,0.36,1,0.24,1,0.25
1777590673.8413212,4,0.42,4,0.47,1,0.23,1,0.3
1777590673.9615476,5,0.38,5,0.39,1,0.22,1,0.3
1777590674.09314,5,0.53,5,0.56,1,0.21,1,0.23
1777590674.2301111,4,0.47,4,0.47,1,0.25,1,0.21
1777590674.362336,1,0.46,1,0.46,1,0.25,1,0.28
1777590674.5181448,2,0.46,2,0.44,1,0.24,1,0.24
1777590674.6427941,4,0.49,4,0.42,1,0.23,1,0.28
1777590674.7885797,3,0.48,3,0.44,1,0.25,1,0.27
1777590674.9293115,1,0.44,2,0.48,2,0.23,1,0.26
1777590675.0532374,2,0.53,2,0.45,1,0.19,2,0.3
1777590675.1728828,2,0.55,2,0.49,1,0.22,1,0.32
1777590675.2947145,1,0.47,2,0.49,2,0.27,2,0.31
1777590675.4268284,2,0.46,2,0.39,1,0.27,1,0.32
1777590675.5421789,1,0.41,1,0.34,1,0.25,2,0.32
1777590675.6697285,3,0.45,3,0.37,1,0.2,1,0.25
1777590675.8028083,4,0.45,2,0.34,1,0.19,1,0.28
1777590675.9580069,3,0.45,2,0.33,1,0.18,2,0.26
1777590676.0869634,2,0.42,1,0.39,1,0.26,0,0.18
1777590676.2105072,2,0.46,2,0.39,2,0.24,2,0.24
1777590676.3522704,1,0.47,2,0.42,3,0.27,2,0.22
1777590676.4812617,3,0.44,4,0.54,1,0.27,1,0.23
1777590676.620977,2,0.41,3,0.5,2,0.24,2,0.24
1777590676.7498293,3,0.53,2,0.51,2,0.27,2,0.25
1777590676.8915038,2,0.45,1,0.46,3,0.29,2,0.22
1777590677.017537,4,0.42,4,0.46,2,0.34,1,0.21
1777590677.1527808,2,0.42,2,0.45,1,0.29,1,0.2
1777590677.284191,3,0.46,3,0.5,2,0.26,2,0.25
1777590677.401294,1,0.41,1,0.47,2,0.27,1,0.23
1777590677.5122483,1,0.32,1,0.39,0,0.19,1,0.19
1777590677.6325643,3,0.34,4,0.48,2,0.19,1,0.25
1777590677.753678,2,0.41,2,0.39,2,0.25,1,0.26
1777590677.8706424,2,0.44,1,0.39,1,0.23,1,0.24
1777590677.985099,3,0.4,4,0.4,1,0.19,1,0.2
1777590678.1010706,3,0.37,3,0.37,2,0.2,2,0.2
1777590678.2087276,4,0.42,4,0.49,2,0.23,1,0.3
1777590678.3346477,1,0.38,2,0.45,3,0.27,3,0.24
1777590678.4475467,3,0.36,3,0.44,2,0.28,2,0.23
1777590678.5700712,4,0.45,3,0.45,1,0.23,1,0.25
1777590678.6797543,2,0.47,2,0.44,3,0.25,2,0.27
1777590678.7994788,3,0.51,2,0.48,1,0.24,1,0.25
1777590678.9258034,2,0.46,2,0.42,2,0.25,1,0.25
1777590679.037915,3,0.51,2,0.42,1,0.27,1,0.24
1777590679.1600392,3,0.47,2,0.44,1,0.22,2,0.22
1777590679.274002,2,0.45,3,0.43,3,0.24,2,0.22
1777590679.3952138,3,0.43,2,0.39,3,0.26,3,0.27
1777590679.5240347,1,0.33,1,0.32,1,0.21,2,0.24
1777590679.6328478,7,0.36,7,0.39,3,0.24,3,0.23
1777590679.7673547,3,0.33,2,0.32,0,0.17,0,0.16
1777590679.8888345,2,0.29,4,0.37,0,0.12,0,0.11
1777590680.0727634,8,0.34,10,0.43,6,0.23,5,0.17
1777590680.2043242,10,0.39,2,0.41,3,0.24,6,0.31
1777590680.3249748,3,0.33,1,0.34,3,0.26,2,0.27
1777590680.43314,2,0.36,7,0.43,4,0.28,4,0.32
1777590680.5628166,6,0.39,4,0.44,3,0.27,2,0.28
1777590680.6905966,9,0.46,3,0.39,1,0.25,3,0.28
1777590680.8127098,7,0.55,4,0.44,2,0.23,1,0.22
1777590680.953895,5,0.49,3,0.39,4,0.28,5,0.28
1777590681.0961728,3,0.49,3,0.42,1,0.22,2,0.24
1777590681.2231615,3,0.53,2,0.4,1,0.24,1,0.23
