Timestamp,src1_port2_qdepth,src1_port2_mbps,src1_port3_qdepth,src1_port3_mbps,src1_port4_qdepth,src1_port4_mbps,src1_port5_qdepth,src1_port5_mbps
1777573667.1894336,1,0.02,2,0.03,1,0.01,1,0.01
1777573667.292312,1,0.15,2,0.26,3,0.38,3,0.38
1777573667.3988268,1,0.24,1,0.31,3,0.59,3,0.59
1777573667.5007565,1,0.37,1,0.32,3,0.79,3,0.79
1777573667.6043758,1,0.4,1,0.33,3,0.89,2,0.85
1777573667.7113955,1,0.41,1,0.43,2,0.88,2,0.92
1777573667.8138657,1,0.46,1,0.4,2,0.96,2,0.99
1777573667.9196053,1,0.52,1,0.35,2,1.0,2,1.05
1777573668.0220153,1,0.5,1,0.38,2,1.01,2,1.08
1777573668.1284757,1,0.51,1,0.4,2,1.03,2,1.05
1777573668.2302139,1,0.46,1,0.45,2,1.03,2,1.08
1777573668.334361,1,0.46,1,0.45,2,1.02,2,1.05
1777573668.4368258,1,0.52,1,0.42,2,1.05,3,1.11
1777573668.5415483,1,0.53,1,0.4,3,1.1,3,1.11
1777573668.64578,1,0.51,1,0.44,2,1.11,3,1.08
1777573668.7531505,1,0.46,1,0.51,2,1.07,2,1.08
1777573668.8553333,1,0.46,1,0.49,2,1.05,3,1.1
1777573668.9597144,2,0.45,1,0.45,4,1.1,3,1.13
1777573669.067602,1,0.42,1,0.51,2,1.1,2,1.08
1777573669.1715086,2,0.43,2,0.52,2,1.1,2,1.09
1777573669.2767081,1,0.47,1,0.5,3,1.1,3,1.1
1777573669.3815186,1,0.43,2,0.51,3,1.07,3,1.1
1777573669.4927127,1,0.43,1,0.46,2,1.09,3,1.08
1777573669.6008244,1,0.49,1,0.48,3,1.09,3,1.08
1777573669.7056386,1,0.44,2,0.51,3,1.13,3,1.09
1777573669.8154438,1,0.44,1,0.52,3,1.17,2,1.11
1777573669.9522595,1,0.46,1,0.49,3,1.05,3,1.01
1777573670.0569313,1,0.42,1,0.51,4,1.1,3,1.07
1777573670.163459,2,0.43,1,0.52,3,1.1,3,1.11
1777573670.26724,1,0.44,1,0.5,2,1.1,2,1.11
1777573670.3698094,1,0.44,1,0.49,2,1.11,2,1.08
1777573670.473124,1,0.45,1,0.51,2,1.11,3,1.06
1777573670.5770664,2,0.45,2,0.43,4,1.08,3,1.08
1777573670.6803198,1,0.45,1,0.47,2,1.09,3,1.13
1777573670.7864594,2,0.51,1,0.43,3,1.09,2,1.08
1777573670.8908558,1,0.43,2,0.53,2,1.1,2,1.09
1777573670.9947047,1,0.44,1,0.54,2,1.1,2,1.07
1777573671.0972095,2,0.44,1,0.51,3,1.11,3,1.05
1777573671.2073145,1,0.41,2,0.55,2,1.09,3,1.08
1777573671.3118892,1,0.45,1,0.52,3,1.1,2,1.09
1777573671.4194896,1,0.38,2,0.52,3,1.09,3,1.12
1777573671.5294724,1,0.4,1,0.53,2,1.11,3,1.1
1777573671.6358125,1,0.41,1,0.53,3,1.07,3,1.06
1777573671.741673,1,0.42,1,0.54,3,1.11,4,1.07
1777573671.846009,1,0.43,2,0.48,2,1.11,2,1.09
1777573671.9517126,2,0.46,1,0.47,3,1.08,3,1.09
1777573672.0659719,1,0.45,1,0.45,3,1.12,2,1.04
1777573672.1804507,1,0.47,1,0.5,2,1.09,3,1.06
1777573672.2848194,1,0.43,1,0.48,2,1.09,3,1.11
1777573672.3883488,1,0.44,1,0.51,2,1.1,2,1.11
1777573672.4957097,1,0.47,1,0.49,2,1.1,2,1.07
1777573672.5988705,1,0.5,1,0.48,2,1.1,2,1.09
1777573672.706153,1,0.45,1,0.5,2,1.06,2,1.08
1777573672.8104346,1,0.38,1,0.55,2,1.08,2,1.09
1777573672.9160233,1,0.43,1,0.52,2,1.02,3,1.13
