Timestamp,src1_port2_qdepth,src1_port2_mbps,src1_port3_qdepth,src1_port3_mbps,src1_port4_qdepth,src1_port4_mbps,src1_port5_qdepth,src1_port5_mbps
1777487799.6318445,1,0.02,1,0.03,1,0.0,1,0.0
1777487799.736156,1,0.05,2,0.12,1,0.07,1,0.03
1777487799.8416052,4,0.3,4,0.32,1,0.18,1,0.16
1777487799.9456391,5,0.41,6,0.46,1,0.26,1,0.24
1777487800.0517344,9,0.52,9,0.55,1,0.31,1,0.4
1777487800.161741,14,0.62,14,0.61,1,0.41,1,0.44
1777487800.2659683,17,0.63,18,0.66,1,0.42,1,0.44
1777487800.3706791,21,0.64,22,0.69,1,0.49,1,0.41
1777487800.4754114,25,0.72,25,0.72,1,0.45,1,0.45
1777487800.5806577,28,0.7,29,0.73,1,0.41,1,0.51
1777487800.682406,33,0.7,33,0.75,1,0.46,1,0.5
1777487800.7850578,36,0.73,36,0.76,1,0.42,1,0.48
1777487800.8872976,39,0.72,39,0.77,1,0.4,1,0.51
1777487800.9955597,43,0.73,43,0.77,1,0.41,1,0.52
1777487801.1024473,46,0.71,46,0.76,1,0.42,1,0.49
1777487801.209721,51,0.75,51,0.79,1,0.42,1,0.54
1777487801.3117726,52,0.73,53,0.76,1,0.46,1,0.48
1777487801.4241967,57,0.76,56,0.75,1,0.45,1,0.49
1777487801.5294738,59,0.73,59,0.76,1,0.41,1,0.48
1777487801.6338499,62,0.75,63,0.76,1,0.42,1,0.5
1777487801.7376325,64,0.76,64,0.74,1,0.4,2,0.52
1777487801.8423948,64,0.76,64,0.75,1,0.48,1,0.46
1777487801.9466984,64,0.77,64,0.76,1,0.53,1,0.39
1777487802.050443,64,0.74,64,0.8,1,0.54,1,0.41
1777487802.1546197,64,0.72,64,0.79,1,0.48,1,0.45
1777487802.264846,64,0.7,64,0.78,1,0.43,1,0.51
1777487802.3686311,64,0.72,64,0.78,1,0.44,1,0.52
1777487802.4718068,64,0.71,64,0.78,1,0.37,1,0.53
1777487802.575464,64,0.73,64,0.78,1,0.46,1,0.44
