src1_port2_qdepth_max,src1_port2_mbps_mean,src1_port2_mbps_std,src1_port3_qdepth_max,src1_port3_mbps_mean,src1_port3_mbps_std,src1_port4_qdepth_max,src1_port4_mbps_mean,src1_port4_mbps_std,src1_port5_qdepth_max,src1_port5_mbps_mean,src1_port5_mbps_std,src1_port2_mbps_cv,src1_port2_load_util,src1_port3_mbps_cv,src1_port3_load_util,src1_port4_mbps_cv,src1_port4_load_util,src1_port5_mbps_cv,src1_port5_load_util,qdepth_max_imbalance,mbps_imbalance,total_qdepth_max,Total_Load_Mbps,Weight_Port2,Capacity_Port2,Weight_Port3,Capacity_Port3,Weight_Port4,Capacity_Port4,Weight_Port5,Capacity_Port5,Label_Latency_ms,Label_Latency_p99_ms,Label_Jitter_ms,Label_Loss_Rate
2,0.4615,0.0774,3,0.445,0.0902,64,1.1478,0.169,64,1.1478,0.1676,0.1677,0.5769,0.2027,0.5562,0.1472,0.9565,0.146,0.9565,62,0.3473,133,3.6,1,0.8,1,0.8,5,1.2,5,1.2,56.55260000000001,167.5800000000003,11.032368190359534,6.965174129353234
5,0.5509,0.0914,5,0.5528,0.0906,1,0.0515,0.022,1,0.0483,0.0219,0.1659,0.6886,0.1639,0.691,0.4272,0.0429,0.4534,0.0402,4,0.251,12,1.2,8,0.8,8,0.8,1,1.2,1,1.2,52.23380000000001,107.07000000000004,22.16782828581795,0.0
2,0.3943,0.0576,2,0.4068,0.067,4,0.8162,0.1179,4,0.7933,0.1106,0.1461,0.4929,0.1647,0.5085,0.1444,0.6802,0.1394,0.6611,2,0.2023,12,2.4,6,0.8,6,0.8,7,1.2,7,1.2,43.35130000000001,80.18600000000004,13.2640282498152,0.0
2,0.5587,0.0822,2,0.5505,0.0879,64,1.1248,0.1482,64,1.1285,0.1429,0.1471,0.6984,0.1597,0.6881,0.1318,0.9373,0.1266,0.9404,62,0.286,132,4.8,5,0.8,5,0.8,7,1.2,7,1.2,1369.6616923076922,2118.04,25.399740068737433,23.306169965075668
2,0.38,0.0745,2,0.4305,0.0945,64,1.1473,0.1728,64,1.15,0.1649,0.1961,0.475,0.2195,0.5381,0.1506,0.9561,0.1434,0.9583,62,0.3721,132,4.8,2,0.8,2,0.8,4,1.2,4,1.2,112.92769999999999,435.07000000000005,8.76405937721111,32.076350093109866
5,0.7048,0.0913,6,0.7082,0.0882,3,0.5141,0.068,2,0.497,0.0587,0.1295,0.881,0.1245,0.8852,0.1323,0.4284,0.1181,0.4142,4,0.1007,16,2.4,6,0.8,6,0.8,5,1.2,5,1.2,65.7343,141.06000000000003,12.723727849837566,0.0
8,0.5951,0.1019,8,0.6151,0.0979,42,1.1486,0.1681,42,1.1515,0.1609,0.1712,0.7439,0.1592,0.7689,0.1464,0.9572,0.1397,0.9596,34,0.2726,100,3.6,2,0.8,2,0.8,3,1.2,3,1.2,75.06120000000001,232.1900000000001,13.985818830539538,0.0
64,0.7346,0.1142,64,0.7357,0.1204,4,0.5984,0.1347,4,0.5996,0.1273,0.1555,0.9182,0.1637,0.9196,0.2251,0.4987,0.2123,0.4997,60,0.0681,136,4.8,7,0.8,7,0.8,4,1.2,4,1.2,1082.5702173913044,1750.5,8.831697581249294,40.99162011173184
5,0.6032,0.0904,5,0.6105,0.0813,44,1.1524,0.1532,44,1.1532,0.1514,0.1499,0.754,0.1332,0.7631,0.1329,0.9603,0.1313,0.961,39,0.273,98,3.6,7,0.8,7,0.8,8,1.2,8,1.2,54.9014,199.66000000000034,12.219293376405512,0.0
3,0.5092,0.069,2,0.4939,0.0779,3,0.71,0.0941,3,0.7047,0.098,0.1355,0.6365,0.1577,0.6174,0.1325,0.5917,0.1391,0.5873,1,0.1031,11,2.4,5,0.8,5,0.8,7,1.2,7,1.2,36.851600000000005,76.61000000000006,13.042023501711542,0.0
64,0.7346,0.1173,64,0.728,0.1189,4,0.5955,0.1307,4,0.6111,0.1204,0.1597,0.9182,0.1633,0.91,0.2195,0.4962,0.197,0.5092,60,0.0643,136,4.8,7,0.8,7,0.8,7,1.2,7,1.2,1055.4507407407407,1669.23,8.62195851493086,36.47579143389199
1,0.0963,0.0273,1,0.1071,0.0321,5,0.5051,0.0559,4,0.5133,0.0778,0.2835,0.1204,0.2997,0.1339,0.1107,0.4209,0.1516,0.4278,4,0.2038,11,1.2,1,0.8,1,0.8,3,1.2,3,1.2,30.7639,78.95300000000007,15.306725371315977,0.0
60,0.7067,0.1044,60,0.7079,0.104,64,1.1529,0.1529,64,1.1503,0.1608,0.1477,0.8834,0.1469,0.8849,0.1326,0.9608,0.1398,0.9586,4,0.2222,248,4.8,3,0.8,3,0.8,7,1.2,7,1.2,933.8767021276597,1410.6999999999998,11.931591495833725,16.364059590316575
3,0.2424,0.0443,2,0.2587,0.0472,3,0.3512,0.0496,3,0.3618,0.06,0.1828,0.303,0.1825,0.3234,0.1412,0.2927,0.1658,0.3015,1,0.0534,11,1.2,2,0.8,2,0.8,6,1.2,6,1.2,22.7605,55.511,13.460274240785218,0.0
2,0.3086,0.0568,2,0.2935,0.0599,5,0.9193,0.1282,4,0.8944,0.1261,0.1841,0.3858,0.2041,0.3669,0.1395,0.7661,0.141,0.7453,3,0.3031,13,2.4,1,0.8,1,0.8,3,1.2,3,1.2,42.939499999999995,89.08000000000004,11.395510998665225,0.0
1,0.3622,0.0737,1,0.4046,0.087,64,1.1541,0.1498,64,1.1576,0.1397,0.2035,0.4528,0.215,0.5058,0.1298,0.9618,0.1207,0.9647,63,0.3865,130,4.8,2,0.8,2,0.8,4,1.2,4,1.2,427.71,1122.38,23.2590252702583,30.26070763500931
64,0.7182,0.106,64,0.7082,0.1152,2,0.407,0.0723,2,0.3922,0.072,0.1476,0.8978,0.1627,0.8852,0.1776,0.3392,0.1836,0.3268,62,0.1569,132,2.4,7,0.8,7,0.8,4,1.2,4,1.2,604.3747872340426,1027.21,13.943975119088257,1.675977653631285
4,0.402,0.0594,4,0.4097,0.0557,2,0.1988,0.0368,2,0.2024,0.0468,0.1478,0.5025,0.136,0.5121,0.1851,0.1657,0.2312,0.1687,2,0.1027,12,1.2,5,0.8,5,0.8,3,1.2,3,1.2,32.4702,73.78300000000009,13.771629107036215,0.0
4,0.4587,0.0657,5,0.4519,0.0712,2,0.1482,0.0387,2,0.1557,0.0352,0.1432,0.5734,0.1576,0.5649,0.2611,0.1235,0.2261,0.1298,3,0.1517,13,1.2,6,0.8,6,0.8,5,1.2,5,1.2,37.500899999999994,85.301,19.006271784085353,0.0
3,0.4939,0.0856,3,0.5042,0.0727,4,0.6908,0.1055,4,0.7174,0.0998,0.1733,0.6174,0.1442,0.6302,0.1527,0.5757,0.1391,0.5978,1,0.103,14,2.4,6,0.8,6,0.8,7,1.2,7,1.2,36.4947,73.19200000000004,12.799938435581318,0.0
3,0.6041,0.0896,3,0.5978,0.0845,13,0.6158,0.0992,13,0.5933,0.09,0.1483,0.7551,0.1414,0.7472,0.1611,0.5132,0.1517,0.4944,10,0.0085,32,2.4,6,0.8,6,0.8,6,1.2,6,1.2,34.544000000000004,67.54600000000002,15.9062134097282,0.0
2,0.3964,0.0996,2,0.3877,0.1023,64,1.1475,0.1819,64,1.1493,0.1785,0.2513,0.4955,0.2639,0.4846,0.1585,0.9562,0.1553,0.9578,62,0.3782,132,4.8,2,0.8,2,0.8,8,1.2,8,1.2,485.6531999999999,1079.14,11.271878865099115,28.18901303538175
3,0.3094,0.0451,3,0.301,0.0461,2,0.3076,0.0561,2,0.2932,0.0459,0.1458,0.3868,0.1532,0.3762,0.1824,0.2563,0.1565,0.2443,1,0.0064,10,1.2,7,0.8,7,0.8,7,1.2,7,1.2,28.548199999999998,60.98600000000004,14.144303781717682,0.0
64,0.7339,0.1005,64,0.7164,0.0977,2,0.3247,0.0673,2,0.2781,0.0575,0.1369,0.9174,0.1364,0.8955,0.2073,0.2706,0.2068,0.2318,62,0.2126,132,2.4,5,0.8,5,0.8,5,1.2,5,1.2,760.3389285714286,1007.61,16.14132149443121,7.9143389199255125
2,0.1486,0.0306,2,0.1534,0.0304,4,0.4553,0.0678,4,0.4528,0.0708,0.2059,0.1858,0.1982,0.1918,0.1489,0.3794,0.1564,0.3773,2,0.1515,12,1.2,2,0.8,2,0.8,6,1.2,6,1.2,26.3044,62.0020000000001,12.767629658447586,0.0
64,0.7215,0.1166,64,0.7204,0.1164,0,0.0,0.0,0,0.0,0.0,0.1616,0.9019,0.1616,0.9005,0.0,0.0,0.0,0.0,64,0.3605,128,2.4,8,0.8,8,0.8,2,1.2,2,1.2,856.8347826086956,1057.96,30.272677929708873,33.5195530726257
3,0.6067,0.0825,3,0.6088,0.0811,3,0.6002,0.0785,3,0.6137,0.0717,0.136,0.7584,0.1332,0.761,0.1308,0.5002,0.1168,0.5114,0,0.0048,12,2.4,4,0.8,4,0.8,5,1.2,5,1.2,48.408699999999996,83.37900000000003,11.8779605331418,0.0
3,0.5951,0.0899,3,0.6073,0.1018,64,1.0947,0.1668,64,1.1043,0.17,0.1511,0.7439,0.1676,0.7591,0.1524,0.9122,0.1539,0.9203,61,0.2492,134,3.6,2,0.8,2,0.8,7,1.2,7,1.2,487.68383838383835,702.06,11.251664169901067,1.554726368159204
64,0.7282,0.1134,64,0.7264,0.1106,11,0.991,0.172,11,0.9827,0.1766,0.1557,0.9102,0.1523,0.908,0.1736,0.8258,0.1797,0.8189,53,0.1298,150,4.8,1,0.8,1,0.8,1,1.2,1,1.2,927.6689655172414,1131.29,34.27342559474773,24.4926522043387
2,0.4511,0.0773,2,0.4584,0.0705,64,1.148,0.1786,64,1.1485,0.1783,0.1714,0.5639,0.1538,0.573,0.1556,0.9567,0.1552,0.9571,62,0.3468,132,3.6,1,0.8,1,0.8,1,1.2,1,1.2,37.3962,64.80700000000006,10.280275669275024,6.498756218905473
64,0.7598,0.1099,64,0.7623,0.1017,3,0.7613,0.1169,3,0.7487,0.1178,0.1446,0.9498,0.1334,0.9529,0.1536,0.6344,0.1573,0.6239,61,0.0055,134,3.6,5,0.8,5,0.8,7,1.2,7,1.2,42.10890000000001,73.01100000000001,12.10588613360509,12.095771144278606
2,0.2601,0.0418,3,0.2519,0.0414,4,0.3627,0.0566,3,0.3416,0.0569,0.1607,0.3251,0.1644,0.3149,0.1561,0.3022,0.1666,0.2847,2,0.0487,12,1.2,3,0.8,3,0.8,2,1.2,2,1.2,25.2396,57.317000000000064,13.31390385401662,0.0
4,0.7057,0.1066,4,0.7019,0.1021,3,0.4989,0.0767,3,0.5022,0.08,0.1511,0.8821,0.1455,0.8774,0.1537,0.4158,0.1593,0.4185,1,0.1016,14,2.4,7,0.8,7,0.8,5,1.2,5,1.2,59.551,100.02000000000001,12.053019171835643,0.0
4,0.4003,0.052,4,0.4053,0.0532,3,0.2124,0.0369,2,0.2022,0.0283,0.1299,0.5004,0.1313,0.5066,0.1737,0.177,0.14,0.1685,2,0.0978,13,1.2,7,0.8,7,0.8,6,1.2,6,1.2,22.893800000000006,51.71500000000001,16.041718101857256,0.0
1,0.1076,0.0294,1,0.0932,0.0331,9,1.0921,0.1586,9,1.1059,0.1602,0.2732,0.1345,0.3552,0.1165,0.1452,0.9101,0.1449,0.9216,8,0.4993,20,2.4,2,0.8,2,0.8,6,1.2,6,1.2,77.7733,134.01,13.602433713872736,0.0
1,0.0041,0.0049,1,0.0025,0.0043,64,1.1545,0.1463,64,1.1528,0.155,1.1951,0.0051,1.72,0.0031,0.1267,0.9621,0.1345,0.9607,63,0.5752,130,4.8,2,0.8,2,0.8,8,1.2,8,1.2,173.1189,548.07,15.810231113517336,47.369646182495345
2,0.3936,0.0653,3,0.4178,0.0729,4,0.7997,0.1172,5,0.8066,0.1149,0.1659,0.492,0.1745,0.5222,0.1466,0.6664,0.1424,0.6722,3,0.1989,14,2.4,2,0.8,2,0.8,4,1.2,4,1.2,38.6033,102.02000000000001,11.345080218036527,0.0
64,0.7276,0.1113,64,0.7319,0.1118,2,0.6134,0.1093,2,0.5873,0.104,0.153,0.9095,0.1528,0.9149,0.1782,0.5112,0.1771,0.4894,62,0.0654,132,3.6,3,0.8,3,0.8,3,1.2,3,1.2,855.5546153846154,1026.16,12.940239916843744,19.682835820895523
64,0.7601,0.1076,64,0.76,0.109,64,1.1108,0.1637,64,1.1117,0.1541,0.1416,0.9501,0.1434,0.95,0.1474,0.9257,0.1386,0.9264,0,0.1756,256,4.8,5,0.8,5,0.8,7,1.2,7,1.2,1336.0837931034484,2365.52,21.842275813900386,14.618249534450653
2,0.205,0.0459,1,0.2049,0.0468,5,1.0042,0.1408,5,1.0001,0.1427,0.2239,0.2562,0.2284,0.2561,0.1402,0.8368,0.1427,0.8334,4,0.3986,13,2.4,3,0.8,3,0.8,5,1.2,5,1.2,29.02399999999999,74.26100000000004,13.447229925417572,0.0
4,0.7163,0.1002,5,0.6939,0.1073,2,0.4934,0.0753,2,0.513,0.0815,0.1399,0.8954,0.1546,0.8674,0.1526,0.4112,0.1589,0.4275,3,0.1015,13,2.4,8,0.8,8,0.8,6,1.2,6,1.2,63.505199999999995,100.01,13.738082776668966,0.0
64,0.7144,0.1097,64,0.7182,0.1165,2,0.3113,0.0598,2,0.2883,0.0669,0.1536,0.893,0.1622,0.8978,0.1921,0.2594,0.232,0.2402,62,0.2084,132,2.4,6,0.8,6,0.8,1,1.2,1,1.2,762.1638636363637,986.78,13.382873986378263,9.72998137802607
64,0.7364,0.1205,64,0.7354,0.1203,4,0.7684,0.1463,5,0.8033,0.1605,0.1636,0.9205,0.1636,0.9192,0.1904,0.6403,0.1998,0.6694,60,0.0279,137,4.8,5,0.8,5,0.8,2,1.2,2,1.2,956.7459574468085,1274.8,10.996403085669627,31.95996275605214
64,0.7613,0.1012,64,0.7614,0.1012,4,0.7813,0.1062,5,0.7954,0.1199,0.1329,0.9516,0.1329,0.9517,0.1359,0.6511,0.1507,0.6628,60,0.0144,137,4.8,6,0.8,6,0.8,7,1.2,7,1.2,111.398,541.3300000000002,11.097991269599095,27.79329608938548
1,0.2074,0.0463,1,0.1936,0.0461,5,1.0029,0.1401,5,1.0081,0.1414,0.2232,0.2592,0.2381,0.242,0.1397,0.8358,0.1403,0.8401,4,0.4025,12,2.4,1,0.8,1,0.8,3,1.2,3,1.2,53.9063,88.08100000000005,13.785641704589269,0.0
64,0.7389,0.1227,64,0.7398,0.1144,1,0.1883,0.0509,1,0.2079,0.0541,0.1661,0.9236,0.1546,0.9248,0.2703,0.1569,0.2602,0.1733,63,0.2707,130,4.8,7,0.8,7,0.8,1,1.2,1,1.2,1066.6067567567566,1422.76,14.996887447243063,56.903376018626304
38,0.7163,0.1034,38,0.7118,0.0975,3,1.0578,0.1463,3,1.0449,0.1508,0.1444,0.8954,0.137,0.8898,0.1383,0.8815,0.1443,0.8708,35,0.1687,82,3.6,2,0.8,2,0.8,1,1.2,1,1.2,334.98040000000003,611.0,11.917551956852819,0.0
2,0.4619,0.077,2,0.4412,0.0757,64,1.1036,0.1492,64,1.1194,0.1632,0.1667,0.5774,0.1716,0.5515,0.1352,0.9197,0.1458,0.9328,62,0.3301,132,3.6,1,0.8,1,0.8,3,1.2,3,1.2,568.3054117647059,732.48,12.43130355434114,9.639303482587065
64,0.7222,0.1211,64,0.7103,0.1239,3,0.8867,0.1592,4,0.9102,0.1514,0.1677,0.9028,0.1744,0.8879,0.1795,0.7389,0.1663,0.7585,61,0.0916,135,3.6,5,0.8,5,0.8,5,1.2,5,1.2,793.0244705882353,1009.3199999999999,11.592482673949732,6.467661691542288
5,0.5605,0.0853,5,0.5473,0.08,1,0.0354,0.0202,1,0.0654,0.02,0.1522,0.7006,0.1462,0.6841,0.5706,0.0295,0.3058,0.0545,4,0.252,12,1.2,7,0.8,7,0.8,1,1.2,1,1.2,45.9497,132.31000000000017,25.50527920135398,0.0
3,0.5885,0.0965,4,0.59,0.0923,64,1.1259,0.1457,64,1.1276,0.1355,0.164,0.7356,0.1564,0.7375,0.1294,0.9382,0.1202,0.9397,61,0.2688,135,4.8,6,0.8,6,0.8,7,1.2,7,1.2,761.3261290322581,1259.68,14.773353896691532,24.62756052141527
64,0.7244,0.1281,64,0.7308,0.1319,8,0.5783,0.1514,8,0.5636,0.1571,0.1768,0.9055,0.1805,0.9135,0.2618,0.4819,0.2787,0.4697,56,0.0785,144,4.8,6,0.8,6,0.8,3,1.2,3,1.2,1341.3460869565217,2342.0999999999995,43.095623426995324,32.98417132216015
2,0.5862,0.0805,2,0.6156,0.094,64,1.1069,0.1611,64,1.1012,0.1708,0.1373,0.7328,0.1527,0.7695,0.1455,0.9224,0.1551,0.9177,62,0.2518,132,3.6,4,0.8,4,0.8,8,1.2,8,1.2,452.12555555555554,690.0799999999999,11.181978684551982,1.4614427860696517
64,0.7361,0.1198,64,0.7457,0.1131,2,0.2078,0.059,2,0.1871,0.0586,0.1627,0.9201,0.1517,0.9321,0.2839,0.1732,0.3132,0.1559,62,0.2718,132,4.8,8,0.8,8,0.8,1,1.2,1,1.2,967.0310810810811,1342.0,13.506973772247722,56.28491620111732
4,0.394,0.0655,4,0.4131,0.0646,2,0.2023,0.0374,2,0.1984,0.0408,0.1662,0.4925,0.1564,0.5164,0.1849,0.1686,0.2056,0.1653,2,0.1018,12,1.2,4,0.8,4,0.8,7,1.2,7,1.2,33.44239999999999,79.27000000000004,16.2543514092085,0.0
2,0.4366,0.0775,2,0.4617,0.0833,64,1.114,0.1655,64,1.1083,0.1682,0.1775,0.5458,0.1804,0.5771,0.1486,0.9283,0.1518,0.9236,62,0.3311,132,3.6,3,0.8,3,0.8,6,1.2,6,1.2,554.5067073170732,695.19,11.164319375523148,9.483830845771145
5,0.5008,0.0698,5,0.508,0.0801,1,0.0968,0.0263,2,0.1053,0.0281,0.1394,0.626,0.1577,0.635,0.2717,0.0807,0.2669,0.0878,4,0.2017,13,1.2,5,0.8,5,0.8,2,1.2,2,1.2,40.239200000000004,103.02000000000001,20.086672016975527,0.0
5,0.6037,0.0963,5,0.5969,0.1024,0,0.0,0.0,0,0.0,0.0,0.1595,0.7546,0.1716,0.7461,0.0,0.0,0.0,0.0,5,0.3002,10,1.2,5,0.8,5,0.8,1,1.2,1,1.2,52.48310000000001,116.25000000000013,27.4482523995923,0.0
3,0.3984,0.0613,2,0.411,0.0662,4,0.7959,0.1106,4,0.8053,0.1244,0.1539,0.498,0.1611,0.5137,0.139,0.6633,0.1545,0.6711,2,0.198,13,2.4,5,0.8,5,0.8,6,1.2,6,1.2,36.5996,73.212,13.149816869522935,0.0
3,0.4985,0.0718,3,0.5144,0.0733,3,0.6949,0.0997,4,0.7121,0.0966,0.144,0.6231,0.1425,0.643,0.1435,0.5791,0.1357,0.5934,1,0.0989,13,2.4,1,0.8,1,0.8,2,1.2,2,1.2,41.7404,81.38900000000014,13.457687106390656,0.0
3,0.6074,0.0881,3,0.6015,0.1012,45,1.1461,0.1804,45,1.1454,0.1807,0.145,0.7592,0.1682,0.7519,0.1574,0.9551,0.1578,0.9545,42,0.2707,96,3.6,5,0.8,5,0.8,6,1.2,6,1.2,52.34400000000001,105.18000000000009,11.376895410893923,0.0
64,0.7365,0.1112,64,0.7264,0.1151,2,0.4523,0.0855,2,0.4467,0.0824,0.151,0.9206,0.1585,0.908,0.189,0.3769,0.1845,0.3723,62,0.141,132,3.6,6,0.8,6,0.8,4,1.2,4,1.2,864.8581967213114,1018.8,11.308193604431233,30.068407960199007
64,0.7364,0.1152,64,0.7321,0.1194,2,0.7998,0.1497,2,0.7947,0.1403,0.1564,0.9205,0.1631,0.9151,0.1872,0.6665,0.1765,0.6622,62,0.0316,132,4.8,7,0.8,7,0.8,3,1.2,3,1.2,948.2611111111111,1185.4,8.398638940952436,32.82887077997672
64,0.7579,0.1141,64,0.7573,0.1151,64,1.0984,0.1655,64,1.1087,0.1706,0.1505,0.9474,0.152,0.9466,0.1507,0.9153,0.1539,0.9239,0,0.173,256,4.8,6,0.8,6,0.8,7,1.2,7,1.2,453.8267346938776,687.12,8.9799326442066,15.991620111731844
1,0.1584,0.0484,1,0.149,0.0481,64,1.1471,0.1792,64,1.1488,0.175,0.3056,0.198,0.3228,0.1862,0.1562,0.9559,0.1523,0.9573,63,0.4971,130,3.6,4,0.8,4,0.8,6,1.2,6,1.2,42.857899999999994,125.0,10.997053003997571,21.79726368159204
0,0.0,0.0,0,0.0,0.0,6,0.6044,0.0857,5,0.6095,0.0868,0.0,0.0,0.0,0.0,0.1418,0.5037,0.1424,0.5079,6,0.3035,11,1.2,1,0.8,1,0.8,6,1.2,6,1.2,30.698599999999995,73.304,16.48963428275547,0.0
64,0.7429,0.1192,64,0.7374,0.118,0,0.0,0.0,0,0.0,0.0,0.1605,0.9286,0.16,0.9218,0.0,0.0,0.0,0.0,64,0.3701,128,4.8,7,0.8,7,0.8,2,1.2,2,1.2,942.7714285714286,1384.8799999999999,10.331696984134439,64.6880819366853
64,0.7094,0.1166,64,0.7158,0.1106,2,0.4031,0.0781,2,0.3992,0.0796,0.1644,0.8868,0.1545,0.8948,0.1937,0.3359,0.1994,0.3327,62,0.1557,132,2.4,8,0.8,8,0.8,4,1.2,4,1.2,663.775,1060.98,18.20108811027986,1.722532588454376
1,0.1828,0.0814,1,0.2063,0.0555,64,1.1214,0.1699,64,1.1257,0.1716,0.4453,0.2285,0.269,0.2579,0.1515,0.9345,0.1524,0.9381,63,0.4646,130,4.8,5,0.8,5,0.8,7,1.2,7,1.2,918.8354385964911,1388.4799999999998,16.958860512562286,40.27001862197393
64,0.7306,0.1119,64,0.7284,0.1132,2,0.4642,0.0849,2,0.4354,0.0763,0.1532,0.9132,0.1554,0.9105,0.1829,0.3868,0.1752,0.3628,62,0.1402,132,3.6,8,0.8,8,0.8,5,1.2,5,1.2,872.9739682539682,1003.14,11.12232761065545,30.50373134328358
64,0.7307,0.1245,64,0.7285,0.132,1,0.3957,0.0984,1,0.3865,0.095,0.1704,0.9134,0.1812,0.9106,0.2487,0.3298,0.2458,0.3221,63,0.1693,130,4.8,6,0.8,6,0.8,2,1.2,2,1.2,934.4066666666666,1205.35,15.42806645169382,48.6731843575419
64,0.7175,0.1179,64,0.7276,0.11,64,1.1456,0.1748,64,1.1448,0.1782,0.1643,0.8969,0.1512,0.9095,0.1526,0.9547,0.1557,0.954,0,0.2114,256,4.8,5,0.8,5,0.8,3,1.2,3,1.2,908.7338356164385,1324.52,9.47731179614879,15.898510242085662
5,0.7086,0.0949,5,0.6996,0.0972,2,0.503,0.0665,3,0.505,0.0706,0.1339,0.8858,0.1389,0.8745,0.1322,0.4192,0.1398,0.4208,3,0.1001,15,2.4,5,0.8,5,0.8,3,1.2,3,1.2,70.071,129.52000000000027,15.51843277052604,0.0
64,0.7081,0.1107,64,0.7056,0.099,64,1.1506,0.1678,64,1.1537,0.1564,0.1563,0.8851,0.1403,0.882,0.1458,0.9588,0.1356,0.9614,0,0.2227,256,4.8,6,0.8,6,0.8,5,1.2,5,1.2,858.0685416666666,1380.25,17.668036870815833,15.409683426443202
64,0.7389,0.1138,64,0.73,0.1047,54,1.1306,0.1824,54,1.1325,0.1701,0.154,0.9236,0.1434,0.9125,0.1613,0.9422,0.1502,0.9438,10,0.1986,236,4.8,7,0.8,7,0.8,8,1.2,8,1.2,988.0885714285714,1424.1000000000001,9.819965370126637,15.293296089385475
64,0.7146,0.1107,64,0.7273,0.1063,64,1.1383,0.1797,64,1.1398,0.1763,0.1549,0.8932,0.1462,0.9091,0.1579,0.9486,0.1547,0.9498,0,0.2091,256,4.8,2,0.8,2,0.8,3,1.2,3,1.2,1453.3231168831169,2467.72,24.701507351377106,11.662011173184357
2,0.5027,0.0924,3,0.5042,0.0729,3,0.6973,0.1006,4,0.7037,0.1018,0.1838,0.6284,0.1446,0.6302,0.1443,0.5811,0.1447,0.5864,2,0.0986,12,2.4,4,0.8,4,0.8,6,1.2,6,1.2,41.624300000000005,74.75000000000003,12.959617564421247,0.0
64,0.7144,0.0919,64,0.7236,0.0941,64,1.1558,0.155,64,1.1595,0.1384,0.1286,0.893,0.13,0.9045,0.1341,0.9632,0.1194,0.9662,0,0.2194,256,4.8,1,0.8,1,0.8,4,1.2,4,1.2,613.8817708333332,1012.4499999999999,16.099808103308554,16.37549499184719
2,0.42,0.0521,2,0.3956,0.0533,4,0.8056,0.0989,4,0.81,0.0863,0.124,0.525,0.1347,0.4945,0.1228,0.6713,0.1065,0.675,2,0.2002,12,2.4,6,0.8,6,0.8,8,1.2,8,1.2,32.8716,70.72700000000002,12.139716010724795,0.0
5,0.448,0.063,4,0.4634,0.0716,2,0.1564,0.0394,2,0.1462,0.034,0.1406,0.56,0.1545,0.5792,0.2519,0.1303,0.2326,0.1218,3,0.1523,13,1.2,8,0.8,8,0.8,2,1.2,2,1.2,39.225300000000004,89.46400000000004,19.24219776425768,0.0
2,0.3171,0.0541,2,0.2932,0.0532,4,0.9026,0.1257,4,0.9031,0.1209,0.1706,0.3964,0.1814,0.3665,0.1393,0.7522,0.1339,0.7526,2,0.299,12,2.4,3,0.8,3,0.8,5,1.2,5,1.2,28.7639,63.15300000000003,12.963403706868807,0.0
2,0.2507,0.043,3,0.2619,0.0438,3,0.3591,0.0574,3,0.3472,0.0556,0.1715,0.3134,0.1672,0.3274,0.1598,0.2992,0.1601,0.2893,1,0.0488,11,1.2,6,0.8,6,0.8,4,1.2,4,1.2,26.438499999999998,64.03900000000002,12.218346004544111,0.0
64,0.7289,0.1153,64,0.7324,0.1102,11,0.9724,0.1748,11,0.9776,0.1724,0.1582,0.9111,0.1505,0.9155,0.1798,0.8103,0.1764,0.8147,53,0.1222,150,4.8,8,0.8,8,0.8,6,1.2,6,1.2,1237.2613559322033,1547.68,14.039710617711814,21.298882681564248
3,0.3041,0.0509,3,0.3047,0.0571,5,0.9054,0.1227,5,0.9023,0.1162,0.1674,0.3801,0.1874,0.3809,0.1355,0.7545,0.1288,0.7519,2,0.2997,16,2.4,7,0.8,7,0.8,8,1.2,8,1.2,32.953,70.11900000000006,15.294142774292363,0.0
2,0.1521,0.0349,2,0.1619,0.029,4,0.4536,0.0524,4,0.4611,0.0463,0.2295,0.1901,0.1791,0.2024,0.1155,0.378,0.1004,0.3843,2,0.1502,12,1.2,1,0.8,1,0.8,4,1.2,4,1.2,21.743000000000002,62.12900000000002,12.88619962480553,0.0
64,0.7266,0.1251,64,0.7403,0.1238,1,0.2047,0.0519,1,0.1862,0.0611,0.1722,0.9082,0.1672,0.9254,0.2535,0.1706,0.3281,0.1552,63,0.2691,130,4.8,3,0.8,3,0.8,1,1.2,1,1.2,1023.4893181818181,1385.41,21.670030030722543,56.40130353817505
5,0.4023,0.059,4,0.4086,0.0615,2,0.2115,0.0488,2,0.1916,0.0432,0.1467,0.5029,0.1505,0.5108,0.2307,0.1762,0.2255,0.1597,3,0.1022,13,1.2,5,0.8,5,0.8,2,1.2,2,1.2,34.535199999999996,81.52800000000018,15.725997346879888,0.0
64,0.7227,0.1125,64,0.7219,0.1115,1,0.1973,0.0476,1,0.2027,0.0435,0.1557,0.9034,0.1545,0.9024,0.2413,0.1644,0.2146,0.1689,63,0.2612,130,2.4,7,0.8,7,0.8,1,1.2,1,1.2,807.1622784810127,994.54,15.828359715659406,17.50465549348231
64,0.7277,0.1076,64,0.7304,0.0875,64,1.1498,0.1661,64,1.1475,0.1587,0.1479,0.9096,0.1198,0.913,0.1445,0.9582,0.1383,0.9562,0,0.2098,256,4.8,5,0.8,5,0.8,4,1.2,4,1.2,943.0395774647887,1490.3,17.553608025424857,15.921787709497206
64,0.738,0.0873,64,0.7373,0.0909,4,0.9706,0.143,4,1.0041,0.1309,0.1183,0.9225,0.1233,0.9216,0.1473,0.8088,0.1304,0.8368,60,0.1254,136,4.8,1,0.8,1,0.8,1,1.2,1,1.2,1076.4225,1489.07,10.040762153929935,20.69366852886406
