src1_port2_qdepth_max,src1_port2_mbps_mean,src1_port2_mbps_std,src1_port3_qdepth_max,src1_port3_mbps_mean,src1_port3_mbps_std,src1_port4_qdepth_max,src1_port4_mbps_mean,src1_port4_mbps_std,src1_port5_qdepth_max,src1_port5_mbps_mean,src1_port5_mbps_std,Total_Load_Mbps,Weight_Port2,Capacity_Port2,Weight_Port3,Capacity_Port3,Weight_Port4,Capacity_Port4,Weight_Port5,Capacity_Port5,Label_Latency_ms,Label_Jitter_ms,Label_Loss_Rate,src1_port2_mbps_cv,src1_port3_mbps_cv,src1_port4_mbps_cv,src1_port5_mbps_cv,src1_port2_load_util,src1_port3_load_util,src1_port4_load_util,src1_port5_load_util,qdepth_max_imbalance,mbps_imbalance,total_qdepth_max,Label_Class
37,0.7482,0.125,37,0.7514,0.1139,25,1.0829,0.1878,25,1.0928,0.183,4.8,1,0.8,1,0.8,3,1.2,3,1.2,2433.838,27.04047244130807,6.610800744878957,0.1671,0.1516,0.1734,0.1675,0.9352,0.9392,0.9024,0.9107,12,0.1691,124,2
3,0.3022,0.0425,2,0.3014,0.0503,3,0.2978,0.0557,3,0.3047,0.0576,1.2,5,0.8,5,0.8,4,1.2,4,1.2,50.265,15.400495185927015,0.0,0.1406,0.1669,0.187,0.189,0.3778,0.3767,0.2482,0.2539,1,0.0025,11,0
64,0.7522,0.1188,64,0.7535,0.1189,3,0.3128,0.0638,2,0.288,0.0528,2.4,5,0.8,5,0.8,3,1.2,3,1.2,654.54,16.964832292225122,4.934823091247672,0.1579,0.1578,0.204,0.1833,0.9402,0.9419,0.2607,0.24,62,0.2264,133,2
1,0.2741,0.0653,2,0.3147,0.0778,64,1.1386,0.2024,64,1.139,0.194,4.8,8,0.8,8,0.8,8,1.2,8,1.2,2645.048,35.06735212284011,18.482309124767227,0.2382,0.2472,0.1778,0.1703,0.3426,0.3934,0.9488,0.9492,63,0.4224,131,1
3,0.7025,0.1083,4,0.6964,0.1075,2,0.5122,0.0864,3,0.4899,0.0901,2.4,8,0.8,8,0.8,6,1.2,6,1.2,65.119,13.792354676435211,0.0,0.1542,0.1544,0.1687,0.1839,0.8781,0.8705,0.4268,0.4082,2,0.0995,12,0
64,0.7538,0.1179,64,0.7541,0.1194,1,0.0004,0.002,1,0.0008,0.004,3.6,5,0.8,5,0.8,1,1.2,1,1.2,1109.188,14.767310625010891,45.74004975124378,0.1564,0.1583,5.0,5.0,0.9422,0.9426,0.0003,0.0007,63,0.3767,130,1
64,0.7555,0.1142,64,0.7551,0.1121,3,0.6941,0.1146,4,0.7059,0.1145,3.6,4,0.8,4,0.8,7,1.2,7,1.2,1158.329,14.000615823053266,7.773631840796019,0.1512,0.1485,0.1651,0.1622,0.9444,0.9439,0.5784,0.5883,61,0.028,135,1
2,0.1896,0.0404,2,0.2127,0.0462,3,0.404,0.0669,4,0.4015,0.0581,1.2,6,0.8,6,0.8,8,1.2,8,1.2,37.858,15.984270568639731,0.0,0.2131,0.2172,0.1656,0.1447,0.237,0.2659,0.3367,0.3346,2,0.1011,11,0
64,0.7555,0.117,64,0.7511,0.1164,2,0.3093,0.0639,2,0.2906,0.0646,2.4,6,0.8,6,0.8,2,1.2,2,1.2,724.547,16.697436255339415,6.284916201117319,0.1549,0.155,0.2066,0.2223,0.9444,0.9389,0.2578,0.2422,62,0.2268,132,1
4,0.4536,0.0688,4,0.446,0.0667,2,0.1443,0.0433,2,0.1561,0.0483,1.2,8,0.8,8,0.8,2,1.2,2,1.2,41.059,19.1709738841102,0.0,0.1517,0.1496,0.3001,0.3094,0.567,0.5575,0.1202,0.1301,2,0.1499,12,0
64,0.7547,0.1174,64,0.7578,0.1174,2,0.4221,0.0848,2,0.4258,0.0799,4.8,8,0.8,8,0.8,3,1.2,3,1.2,2892.551,30.440243626407483,21.5316573556797,0.1556,0.1549,0.2009,0.1876,0.9434,0.9472,0.3518,0.3548,62,0.1662,132,1
9,0.3228,0.0802,12,0.2727,0.0565,64,1.1281,0.1857,64,1.1367,0.1786,4.8,1,0.8,1,0.8,8,1.2,8,1.2,2744.698,79.80477676725256,25.977653631284912,0.2485,0.2072,0.1646,0.1571,0.4035,0.3409,0.9401,0.9472,55,0.4177,149,1
3,0.3144,0.081,3,0.3138,0.0781,64,1.1466,0.1641,64,1.1496,0.1653,4.8,1,0.8,1,0.8,3,1.2,3,1.2,2315.661,38.10569866735661,26.79236499068901,0.2576,0.2489,0.1431,0.1438,0.393,0.3922,0.9555,0.958,61,0.417,134,1
64,0.755,0.1108,64,0.758,0.1044,36,0.9407,0.1832,36,0.945,0.1847,4.8,7,0.8,7,0.8,8,1.2,8,1.2,2726.7,28.407855402826048,12.057728119180632,0.1468,0.1377,0.1947,0.1954,0.9438,0.9475,0.7839,0.7875,28,0.0932,200,1
10,0.7378,0.1258,10,0.7388,0.1209,7,1.0409,0.1756,7,1.0318,0.1864,3.6,7,0.8,7,0.8,8,1.2,8,1.2,200.055,12.02426621356738,0.0,0.1705,0.1636,0.1687,0.1807,0.9222,0.9235,0.8674,0.8598,3,0.1491,34,2
64,0.7518,0.1223,64,0.7545,0.1202,3,0.7474,0.1514,4,0.7706,0.1363,4.8,6,0.8,6,0.8,5,1.2,5,1.2,2883.909,36.22956622709113,21.298882681564248,0.1627,0.1593,0.2026,0.1769,0.9398,0.9431,0.6228,0.6422,61,0.0088,135,1
64,0.7509,0.1228,64,0.75,0.1261,1,0.1849,0.0391,1,0.2133,0.053,2.4,4,0.8,4,0.8,2,1.2,2,1.2,782.149,16.99760271066223,14.432029795158286,0.1635,0.1681,0.2115,0.2485,0.9386,0.9375,0.1541,0.1778,63,0.2759,130,1
13,0.7373,0.1229,13,0.7345,0.1306,14,1.0384,0.1971,14,1.0395,0.1918,3.6,1,0.8,1,0.8,2,1.2,2,1.2,255.992,12.676968184239948,0.0,0.1667,0.1778,0.1898,0.1845,0.9216,0.9181,0.8653,0.8662,1,0.1515,54,2
2,0.2552,0.0462,3,0.2463,0.0429,3,0.3508,0.0602,4,0.3514,0.0603,1.2,5,0.8,5,0.8,6,1.2,6,1.2,45.621,15.05394175126503,0.0,0.181,0.1742,0.1716,0.1716,0.319,0.3079,0.2923,0.2928,2,0.0503,12,0
2,0.4493,0.0874,2,0.4461,0.0875,64,1.1446,0.1801,64,1.146,0.1838,4.8,1,0.8,1,0.8,5,1.2,5,1.2,2668.679,34.90424846209813,17.690875232774676,0.1945,0.1961,0.1573,0.1604,0.5616,0.5576,0.9538,0.955,62,0.3488,132,1
9,0.7252,0.1108,9,0.7067,0.1142,6,1.0112,0.1672,6,0.9994,0.1694,3.6,7,0.8,7,0.8,2,1.2,2,1.2,386.507,12.13355646002024,0.0,0.1528,0.1616,0.1653,0.1695,0.9065,0.8834,0.8427,0.8328,3,0.1449,30,0
14,0.5935,0.1087,14,0.5665,0.1119,48,1.1255,0.1736,48,1.1211,0.1756,3.6,8,0.8,8,0.8,6,1.2,6,1.2,452.317,12.646548161002457,0.0,0.1832,0.1975,0.1542,0.1566,0.7419,0.7081,0.9379,0.9342,34,0.2718,124,2
2,0.4459,0.1042,2,0.4372,0.1025,64,1.1354,0.1891,64,1.1395,0.1887,4.8,3,0.8,3,0.8,8,1.2,8,1.2,2952.193,43.1213311639427,19.08752327746741,0.2337,0.2344,0.1665,0.1656,0.5574,0.5465,0.9462,0.9496,62,0.348,132,1
3,0.3425,0.0635,3,0.3569,0.0553,3,0.2425,0.0506,2,0.2557,0.0538,1.2,7,0.8,7,0.8,3,1.2,3,1.2,26.977,16.791752426469337,0.0,0.1854,0.1549,0.2087,0.2104,0.4281,0.4461,0.2021,0.2131,1,0.0508,11,0
1,0.106,0.032,1,0.0954,0.0316,3,0.5117,0.0744,4,0.4927,0.0711,1.2,1,0.8,1,0.8,5,1.2,5,1.2,31.745,16.01891065506611,0.0,0.3019,0.3312,0.1454,0.1443,0.1325,0.1192,0.4264,0.4106,3,0.2009,9,0
64,0.7505,0.1287,64,0.751,0.1265,13,0.7512,0.2224,13,0.7556,0.231,4.8,7,0.8,7,0.8,4,1.2,4,1.2,3510.062,31.4225997868213,18.20297951582868,0.1715,0.1684,0.2961,0.3057,0.9381,0.9388,0.626,0.6297,51,0.0021,154,1
50,0.4791,0.2934,49,0.4686,0.2948,2,0.3837,0.2826,3,0.3962,0.247,2.4,8,0.8,8,0.8,6,1.2,6,1.2,4086.963,54.37236469838935,6.750465549348231,0.6124,0.6291,0.7365,0.6234,0.5989,0.5858,0.3198,0.3302,48,0.0423,104,2
9,0.5728,0.2124,9,0.577,0.2246,10,0.7839,0.3124,10,0.8177,0.305,3.6,4,0.8,4,0.8,6,1.2,6,1.2,2368.849,19.63383609502764,3.016169154228856,0.3708,0.3893,0.3985,0.373,0.716,0.7212,0.6533,0.6814,1,0.1136,38,2
64,0.7511,0.1214,64,0.7516,0.1163,4,0.7298,0.1617,3,0.7376,0.1649,3.6,8,0.8,8,0.8,2,1.2,2,1.2,1089.948,13.878864887782886,11.691542288557214,0.1616,0.1547,0.2216,0.2236,0.9389,0.9395,0.6082,0.6147,61,0.0092,135,1
25,0.752,0.1188,25,0.7539,0.1211,3,0.7686,0.1641,4,0.7704,0.1408,4.8,5,0.8,5,0.8,2,1.2,2,1.2,3915.459,54.9256973886778,12.895716945996275,0.158,0.1606,0.2135,0.1828,0.94,0.9424,0.6405,0.642,22,0.0083,57,2
14,0.5103,0.2673,14,0.4933,0.2653,2,0.3737,0.2117,3,0.3748,0.2055,4.8,2,0.8,2,0.8,5,1.2,5,1.2,5480.059,35.12665474605365,34.91620111731844,0.5238,0.5378,0.5665,0.5483,0.6379,0.6166,0.3114,0.3123,12,0.0641,33,2
64,0.7446,0.1347,64,0.7464,0.1367,34,0.8201,0.2004,35,0.806,0.2029,4.8,1,0.8,1,0.8,2,1.2,2,1.2,3319.341,36.78056280615933,17.2951582867784,0.1809,0.1831,0.2444,0.2517,0.9308,0.933,0.6834,0.6717,30,0.0341,197,1
64,0.7547,0.1168,64,0.7539,0.1159,1,0.1261,0.0345,1,0.1374,0.0479,3.6,5,0.8,5,0.8,1,1.2,1,1.2,2132.679,16.897429686095705,32.40049751243781,0.1548,0.1537,0.2736,0.3486,0.9434,0.9424,0.1051,0.1145,63,0.3113,130,1
64,0.7489,0.123,64,0.7518,0.1269,25,1.0001,0.2296,25,0.9809,0.236,4.8,8,0.8,8,0.8,6,1.2,6,1.2,960.258,11.358080786329776,23.90595903165736,0.1642,0.1688,0.2296,0.2406,0.9361,0.9398,0.8334,0.8174,39,0.1203,178,1
5,0.7465,0.1065,6,0.7523,0.1022,5,1.0589,0.1531,4,1.0436,0.1519,3.6,6,0.8,6,0.8,3,1.2,3,1.2,75.785,12.161787123663782,0.0,0.1427,0.1359,0.1446,0.1456,0.9331,0.9404,0.8824,0.8697,2,0.151,20,0
42,0.7449,0.1179,42,0.7469,0.1175,4,0.3873,0.0776,4,0.4063,0.0756,2.4,8,0.8,8,0.8,2,1.2,2,1.2,395.813,26.969769542481,0.0,0.1583,0.1573,0.2004,0.1861,0.9311,0.9336,0.3228,0.3386,38,0.1747,92,2
5,0.7486,0.114,6,0.7465,0.1133,4,1.0551,0.1579,4,1.0483,0.1548,3.6,5,0.8,5,0.8,7,1.2,7,1.2,52.352,11.845940533356844,0.0,0.1523,0.1518,0.1497,0.1477,0.9358,0.9331,0.8792,0.8736,2,0.1521,19,0
2,0.4472,0.0764,2,0.455,0.075,64,1.1494,0.1733,64,1.1496,0.1746,3.6,3,0.8,3,0.8,4,1.2,4,1.2,58.491,11.167935404753436,6.218905472636816,0.1708,0.1648,0.1508,0.1519,0.559,0.5688,0.9578,0.958,62,0.3492,132,2
64,0.7569,0.1158,64,0.7569,0.1136,64,1.1402,0.1836,64,1.1416,0.1762,4.8,2,0.8,2,0.8,7,1.2,7,1.2,717.026,14.599493718627263,13.687150837988826,0.153,0.1501,0.161,0.1543,0.9461,0.9461,0.9502,0.9513,0,0.192,256,1
64,0.7447,0.1293,64,0.7461,0.1308,1,0.2083,0.0521,1,0.1896,0.0579,2.4,6,0.8,6,0.8,5,1.2,5,1.2,789.892,16.6933991756184,14.432029795158286,0.1736,0.1753,0.2501,0.3054,0.9309,0.9326,0.1736,0.158,63,0.2733,130,1
64,0.7536,0.1031,64,0.7514,0.1101,64,1.1406,0.1679,64,1.1441,0.1619,4.8,1,0.8,1,0.8,1,1.2,1,1.2,1257.695,29.55090612080055,12.523277467411544,0.1368,0.1465,0.1472,0.1415,0.942,0.9392,0.9505,0.9534,0,0.1949,256,1
64,0.7578,0.1156,64,0.7563,0.1158,3,0.5923,0.1324,3,0.5852,0.1175,4.8,4,0.8,4,0.8,1,1.2,1,1.2,829.431,13.392457990971778,39.175977653631286,0.1525,0.1531,0.2235,0.2008,0.9472,0.9454,0.4936,0.4877,61,0.0842,134,1
64,0.7484,0.1222,64,0.752,0.1191,3,0.3141,0.0567,2,0.2921,0.0619,2.4,8,0.8,8,0.8,4,1.2,4,1.2,768.865,25.744305426275908,4.888268156424581,0.1633,0.1584,0.1805,0.2119,0.9355,0.94,0.2618,0.2434,62,0.2237,133,2
64,0.7576,0.2125,64,0.7628,0.1981,17,0.5169,0.1966,18,0.5155,0.1825,4.8,8,0.8,8,0.8,2,1.2,2,1.2,2599.593,64.846043991381,38.48661233993016,0.2805,0.2597,0.3803,0.354,0.947,0.9535,0.4308,0.4296,47,0.122,163,1
64,0.7518,0.1159,64,0.7487,0.1208,3,0.7388,0.1251,2,0.7589,0.1259,3.6,7,0.8,7,0.8,3,1.2,3,1.2,688.291,13.986852128019589,12.251243781094526,0.1542,0.1613,0.1693,0.1659,0.9398,0.9359,0.6157,0.6324,62,0.0072,133,1
2,0.4037,0.0503,2,0.4057,0.0522,4,0.812,0.099,5,0.8067,0.0867,2.4,2,0.8,2,0.8,2,1.2,2,1.2,46.767,13.70274967576992,0.0,0.1246,0.1287,0.1219,0.1075,0.5046,0.5071,0.6767,0.6722,3,0.2023,13,0
2,0.1006,0.0323,1,0.1031,0.0289,4,0.5025,0.0692,4,0.5052,0.0657,1.2,5,0.8,5,0.8,8,1.2,8,1.2,29.981,17.576193095036974,0.0,0.3211,0.2803,0.1377,0.13,0.1257,0.1289,0.4188,0.421,3,0.201,11,0
64,0.7506,0.1143,64,0.7488,0.1218,2,0.4673,0.0824,2,0.4328,0.0793,3.6,4,0.8,4,0.8,3,1.2,3,1.2,843.18,16.30294830901371,28.73134328358209,0.1523,0.1627,0.1763,0.1832,0.9382,0.936,0.3894,0.3607,62,0.1503,132,1
3,0.5124,0.1114,3,0.5401,0.1017,64,1.1455,0.173,64,1.1389,0.1736,4.8,3,0.8,3,0.8,7,1.2,7,1.2,1359.023,62.16660612714379,20.74281709880869,0.2174,0.1883,0.151,0.1524,0.6405,0.6751,0.9546,0.9491,61,0.3081,134,1
4,0.44,0.0639,4,0.4619,0.0706,2,0.1496,0.035,2,0.1511,0.0364,1.2,5,0.8,5,0.8,2,1.2,2,1.2,59.821,18.462968342221743,0.0,0.1452,0.1528,0.234,0.2409,0.55,0.5774,0.1247,0.1259,2,0.1505,12,0
2,0.213,0.0356,2,0.1891,0.0333,3,0.3869,0.0615,3,0.4151,0.0625,1.2,7,0.8,7,0.8,7,1.2,7,1.2,32.143,14.414271054500562,0.0,0.1671,0.1761,0.159,0.1506,0.2662,0.2364,0.3224,0.3459,1,0.1008,10,0
5,0.5963,0.0964,4,0.6088,0.099,4,0.6017,0.0947,4,0.6055,0.0993,2.4,2,0.8,2,0.8,3,1.2,3,1.2,55.629,13.398990436421323,0.0,0.1617,0.1626,0.1574,0.164,0.7454,0.761,0.5014,0.5046,1,0.0046,17,0
2,0.1848,0.0308,3,0.2188,0.0381,4,0.3999,0.0567,4,0.4083,0.0548,1.2,1,0.8,1,0.8,2,1.2,2,1.2,26.585,14.86045675918218,0.0,0.1667,0.1741,0.1418,0.1342,0.231,0.2735,0.3332,0.3402,2,0.1019,13,0
33,0.7471,0.1253,33,0.7443,0.1314,64,1.1447,0.1854,64,1.1436,0.1921,4.8,3,0.8,3,0.8,3,1.2,3,1.2,569.584,14.36238820804664,13.244878957169458,0.1677,0.1765,0.162,0.168,0.9339,0.9304,0.9539,0.953,31,0.1992,194,1
64,0.7598,0.1136,64,0.7547,0.112,2,0.5836,0.099,2,0.6183,0.0982,3.6,4,0.8,4,0.8,1,1.2,1,1.2,771.121,10.826593288517504,20.460199004975124,0.1495,0.1484,0.1696,0.1588,0.9498,0.9434,0.4863,0.5152,62,0.0791,132,1
64,0.7539,0.11,64,0.7506,0.1108,48,1.1237,0.1753,48,1.1307,0.1692,4.8,3,0.8,3,0.8,1,1.2,1,1.2,1053.061,12.773852509166224,15.013966480446928,0.1459,0.1476,0.156,0.1496,0.9424,0.9382,0.9364,0.9422,16,0.1875,224,1
64,0.7548,0.1133,64,0.7559,0.1115,7,0.7728,0.1374,6,0.788,0.1244,4.8,6,0.8,6,0.8,2,1.2,2,1.2,1067.011,15.655086373975688,31.61080074487896,0.1501,0.1475,0.1778,0.1579,0.9435,0.9449,0.644,0.6567,58,0.0136,141,1
4,0.708,0.0835,3,0.7035,0.086,2,0.5109,0.071,2,0.5009,0.0549,2.4,5,0.8,5,0.8,5,1.2,5,1.2,50.443,14.069184605391955,0.0,0.1179,0.1222,0.139,0.1096,0.885,0.8794,0.4258,0.4174,2,0.1,11,0
2,0.2046,0.0375,2,0.1965,0.0402,4,0.4052,0.0634,4,0.3987,0.061,1.2,2,0.8,2,0.8,7,1.2,7,1.2,29.11,11.619074784339038,0.0,0.1833,0.2046,0.1565,0.153,0.2558,0.2456,0.3377,0.3322,2,0.1008,12,0
1,0.2055,0.0459,1,0.1951,0.0437,5,1.0021,0.1503,5,1.0011,0.1439,2.4,1,0.8,1,0.8,3,1.2,3,1.2,46.56,13.161321075663109,0.0,0.2234,0.224,0.15,0.1437,0.2569,0.2439,0.8351,0.8343,4,0.4007,12,0
64,0.7622,0.1083,64,0.7614,0.1088,3,0.9683,0.1564,4,0.9535,0.1515,4.8,2,0.8,2,0.8,2,1.2,2,1.2,261.903,9.407134458247969,19.762569832402235,0.1421,0.1429,0.1615,0.1589,0.9528,0.9517,0.8069,0.7946,61,0.0997,135,1
2,0.0949,0.0338,3,0.1083,0.0357,5,1.0978,0.1279,5,1.1159,0.1292,2.4,4,0.8,4,0.8,6,1.2,6,1.2,31.859,16.371166755363852,0.0,0.3562,0.3296,0.1165,0.1158,0.1186,0.1354,0.9148,0.9299,3,0.5027,15,0
1,0.1948,0.052,1,0.2089,0.0456,4,1.0013,0.1191,5,1.0119,0.1194,2.4,5,0.8,5,0.8,8,1.2,8,1.2,49.247,14.99312911789779,0.0,0.2669,0.2183,0.1189,0.118,0.2435,0.2611,0.8344,0.8432,4,0.4024,11,0
4,0.4077,0.0636,4,0.3961,0.0583,2,0.2152,0.0448,2,0.1885,0.0449,1.2,5,0.8,5,0.8,2,1.2,2,1.2,46.134,17.0217514298502,0.0,0.156,0.1472,0.2082,0.2382,0.5096,0.4951,0.1793,0.1571,2,0.1006,12,0
2,0.1632,0.0309,2,0.1436,0.0277,5,0.4534,0.0538,4,0.4574,0.0598,1.2,3,0.8,3,0.8,8,1.2,8,1.2,17.818,13.925620480949323,0.0,0.1893,0.1929,0.1187,0.1307,0.204,0.1795,0.3778,0.3812,3,0.1512,13,0
64,0.7556,0.1243,64,0.7551,0.1205,3,0.5754,0.1103,3,0.5419,0.1138,4.8,8,0.8,8,0.8,2,1.2,2,1.2,1385.624,23.12092494079817,38.15176908752328,0.1645,0.1596,0.1917,0.21,0.9445,0.9439,0.4795,0.4516,61,0.0991,134,1
64,0.7536,0.1091,64,0.7573,0.1091,3,0.7313,0.1154,3,0.7733,0.1062,3.6,1,0.8,1,0.8,1,1.2,1,1.2,791.197,14.266880934440382,10.634328358208956,0.1448,0.1441,0.1578,0.1373,0.942,0.9466,0.6094,0.6444,61,0.015,134,1
2,0.1496,0.0254,2,0.1584,0.0268,4,0.4504,0.0545,5,0.4632,0.0535,1.2,7,0.8,7,0.8,5,1.2,5,1.2,14.294,13.187618205136532,0.0,0.1698,0.1692,0.121,0.1155,0.187,0.198,0.3753,0.386,3,0.1515,13,0
3,0.3035,0.0378,3,0.3026,0.0395,3,0.3056,0.0427,3,0.3039,0.0362,1.2,6,0.8,6,0.8,6,1.2,6,1.2,16.528,13.62646334225874,0.0,0.1245,0.1305,0.1397,0.1191,0.3794,0.3782,0.2547,0.2533,0,0.0011,12,0
64,0.7567,0.1084,64,0.7587,0.1096,11,1.0017,0.1919,12,1.0,0.1984,4.8,8,0.8,8,0.8,3,1.2,3,1.2,1086.474,9.457893445542757,23.64990689013036,0.1433,0.1445,0.1916,0.1984,0.9459,0.9484,0.8348,0.8333,53,0.1216,151,1
64,0.7569,0.1139,64,0.7558,0.114,2,0.3842,0.0858,1,0.4084,0.09,4.8,8,0.8,8,0.8,1,1.2,1,1.2,672.706,12.034475749993888,47.88175046554935,0.1505,0.1508,0.2233,0.2204,0.9461,0.9448,0.3202,0.3403,63,0.1802,131,1
64,0.7582,0.1133,64,0.756,0.1194,3,0.5653,0.1192,2,0.5918,0.1364,4.8,8,0.8,8,0.8,2,1.2,2,1.2,1020.413,23.41165236563808,39.45705593260005,0.1494,0.1579,0.2109,0.2305,0.9478,0.945,0.4711,0.4932,62,0.0898,133,1
64,0.7583,0.0926,64,0.7586,0.1072,2,0.6088,0.0749,2,0.5998,0.0896,3.6,6,0.8,6,0.8,4,1.2,4,1.2,837.374,10.372311278451,20.553482587064675,0.1221,0.1413,0.123,0.1494,0.9479,0.9482,0.5073,0.4998,62,0.0771,132,1
40,0.7559,0.1112,40,0.752,0.1079,2,0.4132,0.0772,2,0.3861,0.0721,2.4,8,0.8,8,0.8,4,1.2,4,1.2,321.921,14.717237071962543,0.0,0.1471,0.1435,0.1868,0.1867,0.9449,0.94,0.3443,0.3218,38,0.1774,84,2
64,0.756,0.1057,64,0.7596,0.1065,4,0.741,0.1183,5,0.7633,0.103,3.6,6,0.8,6,0.8,8,1.2,8,1.2,729.774,11.116843553094467,12.282338308457712,0.1398,0.1402,0.1596,0.1349,0.945,0.9495,0.6175,0.6361,60,0.0085,137,1
64,0.7541,0.114,64,0.7527,0.1127,2,0.4532,0.0831,2,0.4441,0.0812,3.6,8,0.8,8,0.8,5,1.2,5,1.2,761.777,12.2796581707374,28.824626865671643,0.1512,0.1497,0.1834,0.1828,0.9426,0.9409,0.3777,0.3701,62,0.1524,132,1
36,0.7596,0.1052,35,0.7574,0.1126,2,0.4012,0.0687,2,0.4004,0.0666,2.4,7,0.8,7,0.8,6,1.2,6,1.2,29.533,26.31201804403452,0.0,0.1385,0.1487,0.1712,0.1663,0.9495,0.9467,0.3343,0.3337,34,0.1789,75,2
64,0.753,0.1123,64,0.754,0.1189,1,0.1945,0.0626,1,0.2057,0.0556,2.4,3,0.8,3,0.8,1,1.2,1,1.2,760.132,16.10905285546437,14.432029795158286,0.1491,0.1577,0.3219,0.2703,0.9412,0.9425,0.1621,0.1714,63,0.2767,130,1
2,0.1676,0.0402,2,0.1334,0.0361,5,0.4458,0.0661,5,0.4595,0.0653,1.2,1,0.8,1,0.8,7,1.2,7,1.2,34.313,12.416509291767545,0.0,0.2399,0.2706,0.1483,0.1421,0.2095,0.1667,0.3715,0.3829,3,0.1516,14,0
64,0.7578,0.1123,64,0.758,0.1124,2,0.6005,0.111,3,0.5948,0.1092,4.8,7,0.8,7,0.8,4,1.2,4,1.2,757.208,9.84724843544228,40.130353817504655,0.1482,0.1483,0.1848,0.1836,0.9472,0.9475,0.5004,0.4957,62,0.0802,133,1
64,0.7567,0.1077,64,0.7563,0.1067,43,1.1418,0.1699,43,1.1432,0.1731,4.8,2,0.8,2,0.8,1,1.2,1,1.2,920.096,10.45787032587013,14.664804469273744,0.1423,0.1411,0.1488,0.1514,0.9459,0.9454,0.9515,0.9527,21,0.193,214,1
1,0.2034,0.0513,1,0.2,0.0513,5,0.9929,0.1256,5,1.0164,0.1333,2.4,1,0.8,1,0.8,4,1.2,4,1.2,28.081,14.433175432890197,0.0,0.2522,0.2565,0.1265,0.1311,0.2542,0.25,0.8274,0.847,4,0.4016,12,0
2,0.5986,0.094,2,0.5976,0.0957,43,1.145,0.1853,43,1.1466,0.1831,3.6,3,0.8,3,0.8,5,1.2,5,1.2,43.422,10.86074648942572,0.0,0.157,0.1601,0.1618,0.1597,0.7482,0.747,0.9542,0.9555,41,0.2739,90,2
4,0.4609,0.069,4,0.4433,0.07,1,0.1619,0.0412,1,0.1389,0.0405,1.2,7,0.8,7,0.8,2,1.2,2,1.2,44.521,17.291858150549306,0.0,0.1497,0.1579,0.2545,0.2916,0.5761,0.5541,0.1349,0.1158,3,0.1512,10,0
40,0.7564,0.1085,40,0.7574,0.1015,2,0.4004,0.067,2,0.4065,0.0618,2.4,2,0.8,2,0.8,1,1.2,1,1.2,303.7,14.395387182401004,0.0,0.1434,0.134,0.1673,0.152,0.9455,0.9467,0.3337,0.3388,38,0.1767,84,2
64,0.7551,0.1096,64,0.7568,0.1105,2,0.6253,0.1053,2,0.5762,0.0963,3.6,5,0.8,5,0.8,2,1.2,2,1.2,786.371,9.442150066284984,18.12810945273632,0.1451,0.146,0.1684,0.1671,0.9439,0.946,0.5211,0.4802,62,0.0795,132,1
2,0.508,0.0711,2,0.4965,0.0742,3,0.7139,0.1013,3,0.6926,0.1,2.4,4,0.8,4,0.8,8,1.2,8,1.2,32.809,13.0232973602082,0.0,0.14,0.1494,0.1419,0.1444,0.635,0.6206,0.5949,0.5772,1,0.1009,10,0
64,0.7546,0.1202,64,0.754,0.1171,2,0.4508,0.0899,2,0.4452,0.0852,3.6,3,0.8,3,0.8,3,1.2,3,1.2,766.972,11.60306300014618,28.73134328358209,0.1593,0.1553,0.1994,0.1914,0.9432,0.9425,0.3757,0.371,62,0.1532,132,1
40,0.7523,0.1082,40,0.7595,0.1032,2,0.3933,0.0637,2,0.4109,0.0743,2.4,7,0.8,7,0.8,3,1.2,3,1.2,323.041,15.12353390627224,0.0,0.1438,0.1359,0.162,0.1808,0.9404,0.9494,0.3278,0.3424,38,0.177,84,2
64,0.7556,0.1001,64,0.7569,0.1024,4,0.7983,0.1192,3,0.8055,0.122,4.8,5,0.8,5,0.8,2,1.2,2,1.2,814.728,12.494977222604948,31.750465549348235,0.1325,0.1353,0.1493,0.1515,0.9445,0.9461,0.6652,0.6712,61,0.023,135,1
64,0.7531,0.1148,64,0.7535,0.1176,28,1.1248,0.1824,27,1.1257,0.1799,4.8,6,0.8,6,0.8,7,1.2,7,1.2,553.291,21.33856956281111,14.249126891734576,0.1524,0.1561,0.1622,0.1598,0.9414,0.9419,0.9373,0.9381,37,0.186,183,1
64,0.7551,0.103,64,0.7535,0.1043,64,1.1218,0.1567,64,1.1274,0.1515,4.8,3,0.8,3,0.8,2,1.2,2,1.2,841.384,11.0847786318691,14.990689013035382,0.1364,0.1384,0.1397,0.1344,0.9439,0.9419,0.9348,0.9395,0,0.1852,256,1
3,0.2968,0.0419,3,0.3097,0.0398,3,0.2935,0.0484,3,0.3142,0.0453,1.2,7,0.8,7,0.8,5,1.2,5,1.2,27.014,13.482650191802488,0.0,0.1412,0.1285,0.1649,0.1442,0.371,0.3871,0.2446,0.2618,0,0.0086,12,0
6,0.5457,0.0868,7,0.5548,0.0892,1,0.052,0.0239,1,0.0485,0.0249,1.2,7,0.8,7,0.8,1,1.2,1,1.2,36.546,25.47826782182764,0.0,0.1591,0.1608,0.4596,0.5134,0.6821,0.6935,0.0433,0.0404,6,0.25,15,0
