src1_port2_qdepth_max,src1_port2_mbps_mean,src1_port2_mbps_std,src1_port3_qdepth_max,src1_port3_mbps_mean,src1_port3_mbps_std,src1_port4_qdepth_max,src1_port4_mbps_mean,src1_port4_mbps_std,src1_port5_qdepth_max,src1_port5_mbps_mean,src1_port5_mbps_std,Total_Load_Mbps,Weight_Port2,Capacity_Port2,Weight_Port3,Capacity_Port3,Weight_Port4,Capacity_Port4,Weight_Port5,Capacity_Port5,Label_Latency_ms,Label_Jitter_ms,Label_Loss_Rate,src1_port2_mbps_cv,src1_port3_mbps_cv,src1_port4_mbps_cv,src1_port5_mbps_cv,src1_port2_load_util,src1_port3_load_util,src1_port4_load_util,src1_port5_load_util,qdepth_max_imbalance,mbps_imbalance,total_qdepth_max,Label_Class
64,0.7581,0.1116,64,0.7558,0.1111,42,1.1483,0.1733,42,1.1488,0.1787,4.8,5,0.8,5,0.8,6,1.2,6,1.2,797.964,9.665180916392057,15.386405959031658,0.1472,0.147,0.1509,0.1556,0.9476,0.9448,0.9569,0.9573,22,0.1958,212,1
3,0.3081,0.0414,3,0.2988,0.0342,3,0.3141,0.0381,3,0.2957,0.0349,1.2,1,0.8,1,0.8,3,1.2,3,1.2,12.077,12.205849367106156,0.0,0.1344,0.1145,0.1213,0.118,0.3851,0.3735,0.2618,0.2464,0,0.0073,12,0
2,0.6113,0.0755,2,0.7616,0.6254,47,1.4709,1.2039,47,1.4752,1.1927,3.6,1,0.8,1,0.8,3,1.2,3,1.2,254.887,9.99005145447665,0.0,0.1235,0.8212,0.8185,0.8085,0.7641,0.952,1.2258,1.2293,45,0.3969,98,2
64,0.7577,0.1098,64,0.7592,0.1047,41,1.1551,0.1522,41,1.1551,0.1544,4.8,6,0.8,6,0.8,5,1.2,5,1.2,795.936,9.032343501104394,15.386405959031658,0.1449,0.1379,0.1318,0.1337,0.9471,0.949,0.9626,0.9626,23,0.1983,210,1
2,0.1622,0.0331,1,0.1409,0.0335,4,0.4496,0.0625,4,0.4559,0.0674,1.2,1,0.8,1,0.8,4,1.2,4,1.2,19.566,15.098006847140194,0.0,0.2041,0.2378,0.139,0.1478,0.2028,0.1761,0.3747,0.3799,3,0.1508,11,0
64,0.7589,0.1,64,0.7591,0.1012,64,1.1542,0.1551,64,1.1556,0.1492,4.8,3,0.8,3,0.8,3,1.2,3,1.2,732.985,8.780692795300375,14.129422718808192,0.1318,0.1333,0.1344,0.1291,0.9486,0.9489,0.9618,0.963,0,0.198,256,1
64,0.7589,0.1062,64,0.7567,0.1062,2,0.3004,0.0622,2,0.3033,0.0481,2.4,2,0.8,2,0.8,1,1.2,1,1.2,651.208,15.628982003336022,6.238361266294227,0.1399,0.1403,0.2071,0.1586,0.9486,0.9459,0.2503,0.2528,62,0.228,132,1
64,0.7583,0.1094,64,0.7619,0.1017,4,0.9046,0.1232,3,0.9041,0.1246,3.6,3,0.8,3,0.8,3,1.2,3,1.2,568.953,10.32373598135767,3.296019900497513,0.1443,0.1335,0.1362,0.1378,0.9479,0.9524,0.7538,0.7534,61,0.0721,135,2
3,0.4058,0.0558,3,0.3977,0.0564,2,0.2027,0.0431,2,0.201,0.0378,1.2,5,0.8,5,0.8,3,1.2,3,1.2,44.237,12.71268695205586,0.0,0.1375,0.1418,0.2126,0.1881,0.5072,0.4971,0.1689,0.1675,1,0.1,10,0
3,0.7043,0.093,4,0.7016,0.0969,2,0.507,0.0629,2,0.5001,0.0728,2.4,2,0.8,2,0.8,3,1.2,3,1.2,46.325,12.316084857780718,0.0,0.132,0.1381,0.1241,0.1456,0.8804,0.877,0.4225,0.4168,2,0.0997,11,0
64,0.7606,0.1016,64,0.7586,0.1019,2,0.7618,0.0857,2,0.7497,0.1036,3.6,6,0.8,6,0.8,8,1.2,8,1.2,769.052,11.342245288035448,10.727611940298509,0.1336,0.1343,0.1125,0.1382,0.9508,0.9482,0.6348,0.6248,62,0.0047,132,1
64,0.7499,0.1211,64,0.7557,0.1153,2,0.8637,0.4955,2,0.8884,0.5039,3.6,5,0.8,5,0.8,4,1.2,4,1.2,734.9,10.45512599731048,12.313432835820896,0.1615,0.1526,0.5737,0.5672,0.9374,0.9446,0.7198,0.7403,62,0.0623,132,1
3,0.2559,0.0348,2,0.2506,0.0422,3,0.3511,0.0512,3,0.3589,0.0441,1.2,5,0.8,5,0.8,6,1.2,6,1.2,18.81,13.440300974310189,0.0,0.136,0.1684,0.1458,0.1229,0.3199,0.3132,0.2926,0.2991,1,0.051,11,0
0,0.0,0.0,0,0.0,0.0,6,0.5971,0.0759,6,0.6136,0.0764,1.2,1,0.8,1,0.8,6,1.2,6,1.2,27.153,19.23939025699691,0.0,0.0,0.0,0.1271,0.1245,0.0,0.0,0.4976,0.5113,6,0.3027,12,0
2,0.4982,0.0576,2,0.5112,0.0722,4,0.7048,0.0828,4,0.7075,0.086,2.4,2,0.8,2,0.8,8,1.2,8,1.2,33.188,10.368888646530456,0.0,0.1156,0.1412,0.1175,0.1216,0.6227,0.639,0.5873,0.5896,2,0.1008,12,0
2,0.5797,0.1147,2,0.6017,0.1169,64,1.1335,0.1941,64,1.7206,1.9301,4.8,1,0.8,1,0.8,4,1.2,4,1.2,37.017,9.454443336661276,22.299813780260703,0.1979,0.1943,0.1712,1.1218,0.7246,0.7521,0.9446,1.4338,62,0.4669,132,2
64,0.7553,0.1243,64,0.7579,0.1217,1,0.2165,0.0537,1,0.1835,0.0494,4.8,6,0.8,6,0.8,1,1.2,1,1.2,664.501,7.99587578625284,56.494413407821234,0.1646,0.1606,0.248,0.2692,0.9441,0.9474,0.1804,0.1529,63,0.2785,130,1
2,0.2529,0.0397,2,0.2551,0.0351,3,0.353,0.0443,3,0.3549,0.0477,1.2,3,0.8,3,0.8,5,1.2,5,1.2,19.88,12.090069123495068,0.0,0.157,0.1376,0.1255,0.1344,0.3161,0.3189,0.2942,0.2958,1,0.05,10,0
64,0.7578,0.1107,64,0.7592,0.1094,1,0.3913,0.0792,1,0.4102,0.087,4.8,5,0.8,5,0.8,2,1.2,2,1.2,732.136,8.272991527262754,48.4171322160149,0.1461,0.1441,0.2024,0.2121,0.9472,0.949,0.3261,0.3418,63,0.179,130,1
64,0.7541,0.1151,64,0.7522,0.1138,1,0.4204,0.0828,1,0.379,0.0757,4.8,7,0.8,7,0.8,2,1.2,2,1.2,866.236,8.049016364777826,48.39385474860335,0.1526,0.1513,0.197,0.1997,0.9426,0.9402,0.3503,0.3158,63,0.1773,130,1
64,0.7602,0.1099,64,0.7601,0.1112,2,0.6054,0.1029,2,0.5991,0.0913,3.6,7,0.8,7,0.8,6,1.2,6,1.2,35.448,10.7469476092125,18.12810945273632,0.1446,0.1463,0.17,0.1524,0.9502,0.9501,0.5045,0.4992,62,0.079,132,2
8,0.5968,0.0701,2,0.6164,0.067,46,1.1577,0.1202,46,1.1604,0.1147,3.6,2,0.8,2,0.8,5,1.2,5,1.2,245.453,12.0562279499155,0.0,0.1175,0.1087,0.1038,0.0988,0.746,0.7705,0.9648,0.967,44,0.2763,102,2
3,0.3553,0.0478,3,0.3518,0.05,3,0.255,0.04,2,0.2516,0.0416,1.2,4,0.8,4,0.8,5,1.2,5,1.2,21.001,14.02747583550753,0.0,0.1345,0.1421,0.1569,0.1653,0.4441,0.4398,0.2125,0.2097,1,0.0502,11,0
4,0.4106,0.0577,3,0.3959,0.0568,2,0.2009,0.0415,2,0.2022,0.0425,1.2,3,0.8,3,0.8,1,1.2,1,1.2,37.013,16.037768298433868,0.0,0.1405,0.1435,0.2066,0.2102,0.5132,0.4949,0.1674,0.1685,2,0.101,11,0
3,0.3543,0.0568,3,0.3489,0.0541,2,0.2525,0.0506,2,0.2495,0.0436,1.2,3,0.8,3,0.8,4,1.2,4,1.2,31.774,13.71340757335242,0.0,0.1603,0.1551,0.2004,0.1747,0.4429,0.4361,0.2104,0.2079,1,0.0503,10,0
1,0.4176,0.0709,1,0.3866,0.0729,64,1.1546,0.1623,64,1.1567,0.1545,4.8,4,0.8,4,0.8,6,1.2,6,1.2,42.889,9.80260760282981,32.16945996275605,0.1698,0.1886,0.1406,0.1336,0.522,0.4832,0.9622,0.9639,63,0.3769,130,2
4,0.4392,0.0633,4,0.4657,0.0633,1,0.1446,0.0262,2,0.1601,0.0321,1.2,3,0.8,3,0.8,1,1.2,1,1.2,44.75,19.209233099736306,0.0,0.1441,0.1359,0.1812,0.2005,0.549,0.5821,0.1205,0.1334,3,0.1504,11,0
2,0.6069,0.0878,2,0.596,0.085,42,1.1527,0.1694,42,1.1553,0.1634,3.6,7,0.8,7,0.8,5,1.2,5,1.2,39.733,11.561142719348432,0.0,0.1447,0.1426,0.147,0.1414,0.7586,0.745,0.9606,0.9628,40,0.2763,88,2
40,0.7458,0.1158,40,0.7436,0.1263,2,0.5967,0.6714,2,0.5961,0.6427,2.4,6,0.8,6,0.8,3,1.2,3,1.2,311.318,16.823050556071983,0.0,0.1553,0.1698,1.1252,1.0782,0.9322,0.9295,0.4972,0.4968,38,0.0742,84,2
64,0.758,0.1154,64,0.7561,0.1158,0,0.0,0.0,0,0.0,0.0,4.8,8,0.8,8,0.8,1,1.2,1,1.2,732.128,7.940286573131968,64.73463687150837,0.1522,0.1532,0.0,0.0,0.9475,0.9451,0.0,0.0,64,0.3785,128,1
64,0.7571,0.1115,64,0.7595,0.111,2,0.7954,0.1402,2,0.8055,0.1487,4.8,7,0.8,7,0.8,5,1.2,5,1.2,788.385,8.82500504723306,31.797020484171323,0.1473,0.1461,0.1763,0.1846,0.9464,0.9494,0.6628,0.6712,62,0.0214,132,1
2,0.6102,0.0941,2,0.5957,0.0925,64,1.1555,0.1503,64,1.159,0.1388,4.8,1,0.8,1,0.8,5,1.2,5,1.2,46.178,9.08108167764958,23.696461824953445,0.1542,0.1553,0.1301,0.1198,0.7627,0.7446,0.9629,0.9658,62,0.2772,132,2
3,0.696,0.1093,3,0.7006,0.1044,2,0.5043,0.0792,2,0.4949,0.0779,2.4,8,0.8,8,0.8,5,1.2,5,1.2,44.897,13.704782976132106,0.0,0.157,0.149,0.157,0.1574,0.87,0.8758,0.4202,0.4124,1,0.0994,10,0
64,0.7589,0.1096,64,0.7554,0.1114,45,1.1485,0.1775,45,1.1469,0.1817,4.8,2,0.8,2,0.8,1,1.2,1,1.2,798.473,10.474941554370911,15.343422584400464,0.1444,0.1475,0.1545,0.1584,0.9486,0.9442,0.9571,0.9558,19,0.1953,218,1
4,0.5039,0.0728,4,0.4985,0.0737,1,0.1071,0.0346,1,0.0941,0.0336,1.2,5,0.8,5,0.8,1,1.2,1,1.2,41.911,19.41329246206287,0.0,0.1445,0.1478,0.3231,0.3571,0.6299,0.6231,0.0893,0.0784,3,0.2004,10,0
5,0.4542,0.0618,4,0.4531,0.0675,1,0.152,0.0344,2,0.1523,0.0335,1.2,2,0.8,2,0.8,1,1.2,1,1.2,38.121,17.761582506884125,0.0,0.1361,0.149,0.2263,0.22,0.5678,0.5664,0.1267,0.1269,4,0.1508,12,0
64,0.7593,0.1086,64,0.7586,0.1132,1,0.3074,0.0745,1,0.2936,0.0701,3.6,8,0.8,8,0.8,4,1.2,4,1.2,774.228,10.34582359178808,37.03358208955223,0.143,0.1492,0.2424,0.2388,0.9491,0.9482,0.2562,0.2447,63,0.2293,130,1
64,0.7536,0.1168,64,0.7532,0.1149,1,0.2001,0.0553,1,0.1993,0.0588,4.8,2,0.8,2,0.8,1,1.2,1,1.2,900.877,9.36403753457384,56.72718808193669,0.155,0.1525,0.2764,0.295,0.942,0.9415,0.1668,0.1661,63,0.2769,130,1
64,0.7608,0.0909,64,0.7584,0.1025,2,0.5954,0.0848,2,0.6141,0.0862,3.6,5,0.8,5,0.8,5,1.2,5,1.2,766.38,10.268573350599086,20.553482587064675,0.1195,0.1352,0.1424,0.1404,0.951,0.948,0.4962,0.5118,62,0.0777,132,1
64,0.7557,0.1227,64,0.7531,0.1182,1,0.1445,0.0489,1,0.1549,0.045,3.6,7,0.8,7,0.8,2,1.2,2,1.2,835.659,10.643935157626954,45.27363184079602,0.1624,0.157,0.3384,0.2905,0.9446,0.9414,0.1204,0.1291,63,0.3024,130,1
64,0.7574,0.1103,64,0.7556,0.1143,64,1.1512,0.167,64,1.1526,0.1658,4.8,5,0.8,5,0.8,5,1.2,5,1.2,658.799,9.91071020345915,14.385474860335195,0.1456,0.1513,0.1451,0.1438,0.9467,0.9445,0.9593,0.9605,0,0.1977,256,1
35,0.7618,0.1011,35,0.7973,0.1915,64,1.2051,0.2826,64,1.2034,0.286,4.8,1,0.8,1,0.8,3,1.2,3,1.2,578.707,10.091658931819865,15.595903165735567,0.1327,0.2402,0.2345,0.2377,0.9522,0.9966,1.0042,1.0028,29,0.2127,198,1
4,0.4441,0.0664,4,0.458,0.0724,2,0.1444,0.0383,2,0.158,0.0432,1.2,4,0.8,4,0.8,5,1.2,5,1.2,34.771,16.858433157555545,0.0,0.1495,0.1581,0.2652,0.2734,0.5551,0.5725,0.1203,0.1317,2,0.1501,12,0
64,0.7521,0.1112,64,0.7619,0.0985,64,1.1525,0.1585,64,1.1531,0.1594,4.8,8,0.8,8,0.8,3,1.2,3,1.2,795.305,9.04854435225682,14.432029795158286,0.1479,0.1293,0.1375,0.1382,0.9401,0.9524,0.9604,0.9609,0,0.1979,256,1
2,0.2929,0.0636,1,0.311,0.0614,64,1.1483,0.1819,64,1.1506,0.1774,3.6,2,0.8,2,0.8,4,1.2,4,1.2,27.191,11.49983574024941,14.24129353233831,0.2171,0.1974,0.1584,0.1542,0.3661,0.3888,0.9569,0.9588,63,0.4238,131,2
4,0.4,0.0719,4,0.5944,0.6756,2,0.2928,0.3569,2,0.3097,0.3368,1.2,6,0.8,6,0.8,4,1.2,4,1.2,35.806,15.036465137939356,0.0,0.1798,1.1366,1.2189,1.0875,0.5,0.743,0.244,0.2581,2,0.1198,12,0
4,0.4485,0.0643,4,0.4576,0.0598,2,0.1634,0.0351,2,0.14,0.0375,1.2,7,0.8,7,0.8,4,1.2,4,1.2,35.411,17.83623721433675,0.0,0.1434,0.1307,0.2148,0.2679,0.5606,0.572,0.1362,0.1167,2,0.1509,12,0
2,0.4461,0.0614,2,0.4627,0.069,64,1.1621,0.1287,64,1.1599,0.1379,3.6,6,0.8,6,0.8,8,1.2,8,1.2,37.552,11.612931240219096,7.027363184079602,0.1376,0.1491,0.1107,0.1189,0.5576,0.5784,0.9684,0.9666,62,0.3533,132,2
3,0.7026,0.0971,3,0.7019,0.0926,3,0.4907,0.0744,2,0.5129,0.073,2.4,5,0.8,5,0.8,7,1.2,7,1.2,22.055,14.13405232968153,0.0,0.1382,0.1319,0.1516,0.1423,0.8782,0.8774,0.4089,0.4274,1,0.1005,11,0
64,0.7556,0.1173,64,0.7548,0.1161,3,0.984,0.1529,3,1.0106,0.1615,4.8,8,0.8,8,0.8,3,1.2,3,1.2,799.236,9.388484348666976,23.696461824953445,0.1552,0.1538,0.1554,0.1598,0.9445,0.9435,0.82,0.8422,61,0.1214,134,1
64,0.7599,0.1092,64,0.7558,0.1151,1,0.2111,0.0496,1,0.1881,0.0463,4.8,6,0.8,6,0.8,1,1.2,1,1.2,731.974,9.883691027628094,56.75046554934823,0.1437,0.1523,0.235,0.2461,0.9499,0.9448,0.1759,0.1568,63,0.2792,130,1
64,0.7569,0.1102,64,0.7585,0.1091,1,0.395,0.078,1,0.4055,0.0772,4.8,8,0.8,8,0.8,2,1.2,2,1.2,833.407,8.00701220319116,48.440409683426445,0.1456,0.1438,0.1975,0.1904,0.9461,0.9481,0.3292,0.3379,63,0.1788,130,1
1,0.2035,0.0501,1,0.1994,0.0467,64,1.1601,0.136,64,1.1617,0.1311,4.8,1,0.8,1,0.8,5,1.2,5,1.2,33.847,8.39597974223324,40.43296089385475,0.2462,0.2342,0.1172,0.1129,0.2544,0.2492,0.9668,0.9681,63,0.4797,130,2
3,0.7033,0.0902,4,0.7023,0.0986,2,0.4964,0.0772,2,0.509,0.0816,2.4,7,0.8,7,0.8,4,1.2,4,1.2,46.197,13.269743226311665,0.0,0.1283,0.1404,0.1555,0.1603,0.8791,0.8779,0.4137,0.4242,2,0.1001,11,0
64,0.7658,0.0904,64,0.7616,0.0886,3,1.0222,0.1278,3,0.9929,0.1184,4.8,7,0.8,7,0.8,4,1.2,4,1.2,760.207,8.694680355124536,21.135940409683425,0.118,0.1163,0.125,0.1192,0.9572,0.952,0.8518,0.8274,61,0.1224,134,1
64,0.7556,0.1086,64,0.7585,0.1106,0,0.0,0.0,0,0.0,0.0,2.4,6,0.8,6,0.8,2,1.2,2,1.2,739.465,17.557844659911147,30.772811918063315,0.1437,0.1458,0.0,0.0,0.9445,0.9481,0.0,0.0,64,0.3785,128,1
1,0.3122,0.0608,1,0.2907,0.0655,64,1.1527,0.1497,64,1.152,0.1655,3.6,2,0.8,2,0.8,6,1.2,6,1.2,514.97,10.99596418436838,15.578358208955224,0.1947,0.2253,0.1299,0.1437,0.3902,0.3634,0.9606,0.96,63,0.4255,130,1
3,0.3971,0.0487,3,0.4112,0.0546,2,0.2013,0.0352,2,0.2063,0.0402,1.2,5,0.8,5,0.8,7,1.2,7,1.2,13.317,15.557355016247666,0.0,0.1226,0.1328,0.1749,0.1949,0.4964,0.514,0.1678,0.1719,1,0.1003,10,0
2,0.2052,0.036,2,0.2323,0.1308,3,0.4588,0.2467,3,0.471,0.2505,1.2,2,0.8,2,0.8,2,1.2,2,1.2,21.754,11.747115412819316,0.0,0.1754,0.5631,0.5377,0.5318,0.2565,0.2904,0.3823,0.3925,1,0.1235,10,0
64,0.7558,0.1134,64,0.7522,0.1155,1,0.2947,0.0552,2,0.305,0.0609,2.4,3,0.8,3,0.8,1,1.2,1,1.2,654.12,15.168934094159104,6.098696461824953,0.15,0.1535,0.1873,0.1997,0.9448,0.9402,0.2456,0.2542,63,0.2271,131,1
3,0.2978,0.0442,3,0.3048,0.0456,2,0.2961,0.0484,3,0.3056,0.0534,1.2,7,0.8,7,0.8,7,1.2,7,1.2,31.866,11.170354533901936,0.0,0.1484,0.1496,0.1635,0.1747,0.3722,0.381,0.2468,0.2547,1,0.0042,11,0
2,0.2521,0.0293,2,0.2569,0.0363,3,0.3515,0.0359,3,0.362,0.0422,1.2,3,0.8,3,0.8,3,1.2,3,1.2,16.63,11.447512602480776,0.0,0.1162,0.1413,0.1021,0.1166,0.3151,0.3211,0.2929,0.3017,1,0.0513,10,0
64,0.7403,0.133,64,0.7408,0.1326,2,0.7823,0.1382,2,0.7893,0.1536,4.8,5,0.8,5,0.8,1,1.2,1,1.2,821.801,8.99806139271075,31.95996275605214,0.1797,0.179,0.1767,0.1946,0.9254,0.926,0.6519,0.6578,62,0.0228,132,1
64,0.755,0.1181,64,0.7532,0.114,1,0.0978,0.0347,1,0.1017,0.0312,2.4,8,0.8,8,0.8,1,1.2,1,1.2,772.657,18.02782949324732,22.62569832402235,0.1564,0.1514,0.3548,0.3068,0.9438,0.9415,0.0815,0.0848,63,0.3272,130,1
1,0.2044,0.0521,1,0.1974,0.0492,5,1.0055,0.1388,4,1.0051,0.1323,2.4,2,0.8,2,0.8,7,1.2,7,1.2,39.321,14.274878290744956,0.0,0.2549,0.2492,0.138,0.1316,0.2555,0.2467,0.8379,0.8376,4,0.4022,11,0
64,0.7617,0.1078,64,0.7589,0.1132,3,0.9042,0.123,3,0.9011,0.1342,3.6,5,0.8,5,0.8,8,1.2,8,1.2,41.523,10.875966907695704,3.824626865671642,0.1415,0.1492,0.136,0.1489,0.9521,0.9486,0.7535,0.7509,61,0.0712,134,2
64,0.7597,0.1051,64,0.7615,0.1053,45,1.149,0.1764,47,1.1727,0.2361,4.8,7,0.8,7,0.8,4,1.2,4,1.2,701.152,8.948636594048235,15.363128491620111,0.1383,0.1383,0.1535,0.2013,0.9496,0.9519,0.9575,0.9772,19,0.2003,220,1
2,0.5856,0.0675,2,0.6241,0.0739,47,1.154,0.1339,47,1.1538,0.1448,3.6,6,0.8,6,0.8,7,1.2,7,1.2,259.771,12.237231807174725,0.0,0.1153,0.1184,0.116,0.1255,0.732,0.7801,0.9617,0.9615,45,0.2749,98,2
2,0.1596,0.0397,1,0.1478,0.0301,4,0.4564,0.0398,5,0.4626,0.0445,1.2,1,0.8,1,0.8,5,1.2,5,1.2,14.134,13.886523945725829,0.0,0.2487,0.2037,0.0872,0.0962,0.1995,0.1847,0.3803,0.3855,4,0.153,12,0
64,0.759,0.1125,64,0.7606,0.1118,0,0.0,0.0,0,0.0,0.0,3.6,7,0.8,7,0.8,1,1.2,1,1.2,488.787,11.789154279279549,53.29601990049751,0.1482,0.147,0.0,0.0,0.9488,0.9508,0.0,0.0,64,0.3799,128,1
64,0.7596,0.1099,64,0.7586,0.1069,3,1.0038,0.1396,3,1.0089,0.1306,4.8,6,0.8,6,0.8,4,1.2,4,1.2,835.267,9.286494315305584,20.972998137802605,0.1447,0.1409,0.1391,0.1294,0.9495,0.9482,0.8365,0.8408,61,0.1236,134,1
64,0.7605,0.0977,64,0.7604,0.0932,2,0.2062,0.0421,2,0.1988,0.0467,2.4,7,0.8,7,0.8,5,1.2,5,1.2,732.89,16.685345902826025,12.430167597765362,0.1285,0.1226,0.2042,0.2349,0.9506,0.9505,0.1718,0.1657,62,0.279,132,1
2,0.1609,0.0374,2,0.1427,0.0308,4,0.4496,0.0713,4,0.4541,0.0683,1.2,4,0.8,4,0.8,7,1.2,7,1.2,22.783,13.032180668107364,0.0,0.2324,0.2158,0.1586,0.1504,0.2011,0.1784,0.3747,0.3784,2,0.1502,12,0
4,0.7004,0.1036,4,0.7006,0.1045,2,0.5043,0.0775,2,0.498,0.0777,2.4,4,0.8,4,0.8,6,1.2,6,1.2,52.047,14.212042033529366,0.0,0.1479,0.1492,0.1537,0.156,0.8755,0.8758,0.4202,0.415,2,0.0997,12,0
40,0.7553,0.106,39,0.7581,0.1013,2,0.3966,0.0715,2,0.4076,0.056,2.4,6,0.8,6,0.8,5,1.2,5,1.2,310.806,14.405381614433486,0.0,0.1403,0.1336,0.1803,0.1374,0.9441,0.9476,0.3305,0.3397,38,0.1773,83,2
2,0.1883,0.0577,2,0.2091,0.0557,5,1.4766,1.6724,5,1.4855,1.6252,2.4,4,0.8,4,0.8,5,1.2,5,1.2,21.142,13.17659519087786,0.0,0.3064,0.2664,1.1326,1.094,0.2354,0.2614,1.2305,1.2379,3,0.6412,14,0
64,0.7586,0.1114,64,0.757,0.1128,2,0.4428,0.0778,1,0.4623,0.0808,3.6,8,0.8,8,0.8,7,1.2,7,1.2,780.255,11.697055250658726,25.652985074626866,0.1468,0.149,0.1757,0.1748,0.9482,0.9462,0.369,0.3852,63,0.1528,131,1
2,0.206,0.0323,2,0.1974,0.0337,4,0.3934,0.056,4,0.4143,0.055,1.2,3,0.8,3,0.8,7,1.2,7,1.2,22.546,11.88369571695984,0.0,0.1568,0.1707,0.1423,0.1328,0.2575,0.2467,0.3278,0.3452,2,0.1014,12,0
3,0.498,0.0627,3,0.5104,0.0676,3,0.7051,0.0961,3,0.7066,0.0797,2.4,7,0.8,7,0.8,8,1.2,8,1.2,29.719,11.861554680647597,0.0,0.1259,0.1324,0.1363,0.1128,0.6225,0.638,0.5876,0.5888,0,0.1009,12,0
3,0.4069,0.0724,4,0.391,0.0653,2,0.2336,0.2383,2,0.2218,0.2424,1.2,8,0.8,8,0.8,6,1.2,6,1.2,33.837,15.028823377636805,0.0,0.1779,0.167,1.0201,1.0929,0.5086,0.4888,0.1947,0.1848,2,0.0859,11,0
4,0.7064,0.1005,3,0.6983,0.0954,3,0.4939,0.0769,3,0.5091,0.0767,2.4,3,0.8,3,0.8,1,1.2,1,1.2,48.324,12.599403869881636,0.0,0.1423,0.1366,0.1557,0.1507,0.883,0.8729,0.4116,0.4242,1,0.1006,13,0
64,0.7604,0.1072,64,0.7565,0.1059,1,0.317,0.0625,1,0.2861,0.0533,3.6,6,0.8,6,0.8,3,1.2,3,1.2,827.832,11.336418208916545,33.05348258706468,0.141,0.14,0.1972,0.1863,0.9505,0.9456,0.2642,0.2384,63,0.2287,130,1
64,0.7612,0.1103,64,0.7595,0.113,45,1.1456,0.1769,45,1.1405,0.1764,4.8,4,0.8,4,0.8,8,1.2,8,1.2,289.846,10.602461859809225,14.664804469273744,0.1449,0.1488,0.1544,0.1547,0.9515,0.9494,0.9547,0.9504,19,0.1914,218,1
64,0.7524,0.1224,64,0.7509,0.1218,64,1.1403,0.1919,64,1.1407,0.1922,4.8,4,0.8,4,0.8,2,1.2,2,1.2,780.157,9.275834996198084,14.78119180633147,0.1627,0.1622,0.1683,0.1685,0.9405,0.9386,0.9503,0.9506,0,0.1944,256,1
64,0.7566,0.1174,64,0.7572,0.1122,1,0.1479,0.0428,1,0.1514,0.0476,3.6,5,0.8,5,0.8,1,1.2,1,1.2,780.595,10.881186120894432,45.27363184079602,0.1552,0.1482,0.2894,0.3144,0.9458,0.9465,0.1233,0.1262,63,0.3036,130,1
64,0.7524,0.1194,64,0.7557,0.1219,0,0.0,0.0,0,0.0,0.0,2.4,5,0.8,5,0.8,1,1.2,1,1.2,704.736,17.735891449697366,30.8659217877095,0.1587,0.1613,0.0,0.0,0.9405,0.9446,0.0,0.0,64,0.377,128,1
64,0.7637,0.096,64,0.7634,0.101,2,0.7912,0.1051,2,0.8174,0.1167,4.8,2,0.8,2,0.8,2,1.2,2,1.2,37.378,9.18006320495556,28.52153667054715,0.1257,0.1323,0.1328,0.1428,0.9546,0.9542,0.6593,0.6812,62,0.0224,132,2
64,0.7568,0.1126,64,0.7568,0.1088,1,0.1354,0.0359,1,0.1655,0.0413,3.6,4,0.8,4,0.8,1,1.2,1,1.2,837.332,11.731548073436592,40.516169154228855,0.1488,0.1438,0.2651,0.2495,0.946,0.946,0.1128,0.1379,63,0.3034,130,1
2,0.4181,0.0649,2,0.3845,0.0612,4,0.8172,0.1491,4,0.8154,0.1432,2.4,8,0.8,8,0.8,6,1.2,6,1.2,29.275,12.588532758694122,0.0,0.1552,0.1592,0.1825,0.1756,0.5226,0.4806,0.681,0.6795,2,0.2078,12,0
4,0.4418,0.0677,4,0.4632,0.0642,1,0.144,0.0356,1,0.1575,0.0345,1.2,8,0.8,8,0.8,1,1.2,1,1.2,46.052,18.30810487528067,0.0,0.1532,0.1386,0.2472,0.219,0.5522,0.579,0.12,0.1312,3,0.1511,10,0
1,0.0993,0.0291,1,0.1034,0.0306,5,0.5085,0.053,4,0.507,0.0567,1.2,1,0.8,1,0.8,3,1.2,3,1.2,18.301,13.222803905424552,0.0,0.2931,0.2959,0.1042,0.1118,0.1241,0.1292,0.4238,0.4225,4,0.2032,11,0
1,0.2082,0.0447,2,0.1955,0.0426,64,1.1543,0.1572,64,1.1551,0.1576,4.8,4,0.8,4,0.8,7,1.2,7,1.2,31.462,8.84827043799957,37.55529685681024,0.2147,0.2179,0.1362,0.1364,0.2602,0.2444,0.9619,0.9626,63,0.4764,131,2
3,0.3556,0.0435,3,0.3481,0.0427,3,0.2473,0.0263,3,0.2571,0.0378,1.2,3,0.8,3,0.8,2,1.2,2,1.2,10.123,12.880198004851753,0.0,0.1223,0.1227,0.1063,0.147,0.4445,0.4351,0.2061,0.2142,0,0.05,12,0
4,0.4562,0.0587,4,0.4503,0.0632,2,0.143,0.032,2,0.164,0.0355,1.2,7,0.8,7,0.8,2,1.2,2,1.2,45.706,16.5280114023739,0.0,0.1287,0.1404,0.2238,0.2165,0.5702,0.5629,0.1192,0.1367,2,0.1501,12,0
64,0.76,0.1013,64,0.7607,0.103,44,1.1522,0.1613,44,1.1526,0.1659,4.8,5,0.8,5,0.8,6,1.2,6,1.2,794.15,8.82367501256179,14.455307262569834,0.1333,0.1354,0.14,0.1439,0.95,0.9509,0.9602,0.9605,20,0.196,216,1
