src1_port2_qdepth_max,src1_port2_mbps_mean,src1_port2_mbps_std,src1_port3_qdepth_max,src1_port3_mbps_mean,src1_port3_mbps_std,src1_port4_qdepth_max,src1_port4_mbps_mean,src1_port4_mbps_std,src1_port5_qdepth_max,src1_port5_mbps_mean,src1_port5_mbps_std,src1_port2_mbps_cv,src1_port2_load_util,src1_port3_mbps_cv,src1_port3_load_util,src1_port4_mbps_cv,src1_port4_load_util,src1_port5_mbps_cv,src1_port5_load_util,qdepth_max_imbalance,mbps_imbalance,total_qdepth_max,Total_Load_Mbps,Weight_Port2,Capacity_Port2,Weight_Port3,Capacity_Port3,Weight_Port4,Capacity_Port4,Weight_Port5,Capacity_Port5,Label_Latency_ms,Label_Latency_p99_ms,Label_Jitter_ms,Label_Loss_Rate,qdepth_p99_port2,qdepth_slope_port2,qdepth_cv_port2,qdepth_max_diff_port2,qdepth_fft_max_port2,qdepth_fft_centroid_port2,mbps_slope_port2,qdepth_p99_port3,qdepth_slope_port3,qdepth_cv_port3,qdepth_max_diff_port3,qdepth_fft_max_port3,qdepth_fft_centroid_port3,mbps_slope_port3,qdepth_p99_port4,qdepth_slope_port4,qdepth_cv_port4,qdepth_max_diff_port4,qdepth_fft_max_port4,qdepth_fft_centroid_port4,mbps_slope_port4,qdepth_p99_port5,qdepth_slope_port5,qdepth_cv_port5,qdepth_max_diff_port5,qdepth_fft_max_port5,qdepth_fft_centroid_port5,mbps_slope_port5,max_qdepth_p99,total_qdepth_p99,qdepth_oscillation,qdepth_fft_max_all,src1_port2_mbps_drop,mbps_slope_neg_port2,src1_port3_mbps_drop,mbps_slope_neg_port3,src1_port4_mbps_drop,mbps_slope_neg_port4,src1_port5_mbps_drop,mbps_slope_neg_port5,src1_port2_qdepth_max_ecdf,qdepth_p99_port2_ecdf,qdepth_max_diff_port2_ecdf,qdepth_fft_max_port2_ecdf,src1_port2_mbps_drop_ecdf,src1_port2_mbps_std_ecdf,src1_port2_mbps_cv_ecdf,src1_port2_load_util_ecdf,qdepth_cv_port2_ecdf,qdepth_fft_centroid_port2_ecdf,qdepth_slope_port2_ecdf,mbps_slope_neg_port2_ecdf,src1_port3_qdepth_max_ecdf,qdepth_p99_port3_ecdf,qdepth_max_diff_port3_ecdf,qdepth_fft_max_port3_ecdf,src1_port3_mbps_drop_ecdf,src1_port3_mbps_std_ecdf,src1_port3_mbps_cv_ecdf,src1_port3_load_util_ecdf,qdepth_cv_port3_ecdf,qdepth_fft_centroid_port3_ecdf,qdepth_slope_port3_ecdf,mbps_slope_neg_port3_ecdf,src1_port4_qdepth_max_ecdf,qdepth_p99_port4_ecdf,qdepth_max_diff_port4_ecdf,qdepth_fft_max_port4_ecdf,src1_port4_mbps_drop_ecdf,src1_port4_mbps_std_ecdf,src1_port4_mbps_cv_ecdf,src1_port4_load_util_ecdf,qdepth_cv_port4_ecdf,qdepth_fft_centroid_port4_ecdf,qdepth_slope_port4_ecdf,mbps_slope_neg_port4_ecdf,src1_port5_qdepth_max_ecdf,qdepth_p99_port5_ecdf,qdepth_max_diff_port5_ecdf,qdepth_fft_max_port5_ecdf,src1_port5_mbps_drop_ecdf,src1_port5_mbps_std_ecdf,src1_port5_mbps_cv_ecdf,src1_port5_load_util_ecdf,qdepth_cv_port5_ecdf,qdepth_fft_centroid_port5_ecdf,qdepth_slope_port5_ecdf,mbps_slope_neg_port5_ecdf,qdepth_max_imbalance_ecdf,mbps_imbalance_ecdf,total_qdepth_max_ecdf,max_qdepth_p99_ecdf,total_qdepth_p99_ecdf,qdepth_oscillation_ecdf,qdepth_fft_max_all_ecdf,idx_congestion,idx_instability,idx_load_balance,Label_Class
3,0.3952,0.0625,4,0.4165,0.065,2,0.2087,0.0483,2,0.1919,0.0428,0.1581,0.494,0.1561,0.5206,0.2314,0.1739,0.223,0.1599,2,0.1032,11,1.2,7,0.8,7,0.8,5,1.2,5,1.2,33.6852,92.31100000000022,13.691183760088355,0.0,3.0,0.003401868043329,0.2596706641100043,2.0,11.336409704725073,0.2437799525982124,0.001098594491361,4.0,0.002566321506371,0.2611922115775894,2.0,9.65822091464489,0.2469851333113915,0.0006468025424487,1.0799999999999983,0.000298409477485,0.1812318695710116,1.0,2.960949320585136,0.2516982817835856,0.0003291456536659,1.0799999999999983,-0.0003879323207304,0.2108057812445151,1.0,3.9711127079648687,0.2520035964219837,0.0004870042672555,4.0,9.159999999999997,0.2282251316257801,11.336409704725073,0.4048,0.0,0.3835,0.0,0.9913,0.0,1.0081,0.0,0.3879173290937996,0.3932167461579226,0.4970853206147324,0.3593004769475357,0.7090620031796503,0.2957074721780604,0.5442501324854266,0.291467938526762,0.2946475887652358,0.6963434022257552,0.5156332803391627,0.9697933227344993,0.4795972443031266,0.4833068362480127,0.5135135135135135,0.2681505034446211,0.6576576576576577,0.3184949655537891,0.5066242713301536,0.3428722840487546,0.3163751987281399,0.7408585055643879,0.4939056703762586,0.9666136724960256,0.3248542660307366,0.1642819289878113,0.3322734499205087,0.09009009009009,0.854266030736619,0.1844197138314785,0.8569157392686805,0.1462639109697933,0.145733969263381,0.7228404875463699,0.4043455219925808,0.971383147853736,0.3322734499205087,0.1706412294647588,0.3402225755166931,0.1165871754107048,0.885002649708532,0.1420243773184949,0.8277689454160042,0.1155272919978802,0.2019077901430842,0.7397986221515633,0.264440911499735,0.9708532061473238,0.2930577636459989,0.3720190779014308,0.1335453100158982,0.2750397456279809,0.0021197668256491,0.1844197138314785,0.0434552199258081,0.2637626155054525,0.0189186956200863,1.023639806057318e-06,0
3,0.3038,0.0442,3,0.3071,0.0436,2,0.3011,0.0505,2,0.3015,0.0488,0.1455,0.3797,0.142,0.3839,0.1677,0.2509,0.1619,0.2513,1,0.0024,10,1.2,4,0.8,4,0.8,5,1.2,5,1.2,33.0719,78.35400000000003,19.61113260970423,0.0,3.0,0.0005057255355272,0.3809692587853598,2.0,11.999027749432038,0.2740777787446685,0.0002413033269515,3.0,0.0002022902142108,0.3711292379217553,2.0,14.143355196936795,0.2898568074109174,0.0006963840624209,2.0,-0.0022396416573348,0.3521979093449288,1.0,9.601494976547668,0.2298952427872811,0.0007497742296716,2.0,-0.0002528627677636,0.3490178093663055,1.0,9.077303396151205,0.278836884233018,0.0001482498284145,3.0,10.0,0.3633285538545874,14.143355196936795,0.4962,0.0,0.4929,0.0,0.8989,0.0,0.8985,0.0,0.3879173290937996,0.3932167461579226,0.4970853206147324,0.392156862745098,0.7901430842607313,0.163751987281399,0.228404875463699,0.2103868574456809,0.7281399046104928,0.994700582935877,0.3540010598834128,0.9697933227344993,0.3905670376258611,0.3948065712771595,0.5135135135135135,0.4758876523582406,0.7795442501324854,0.1632220455749867,0.178060413354531,0.2215156332803391,0.712241653418124,0.9994700582935876,0.3259141494435612,0.9666136724960256,0.3248542660307366,0.3275039745627981,0.3322734499205087,0.3465818759936407,0.7821939586645469,0.2093269740328563,0.5961844197138315,0.2183359830418653,0.5961844197138315,0.4001059883412824,0.1139374668786433,0.971383147853736,0.3322734499205087,0.3338632750397456,0.3402225755166931,0.3296237413884472,0.7758346581875993,0.2008479067302596,0.5537890832008479,0.2246952835188129,0.589825119236884,0.996290408055114,0.2856385797562268,0.9708532061473238,0.1886592474827769,0.0084790673025967,0.0667726550079491,0.1065182829888712,0.068362480127186,0.6343402225755167,0.2061473237943826,0.1394355142067064,0.1757961172613433,9.747820819775858e-10,4
64,0.7301,0.1193,64,0.7318,0.1206,0,0.0,0.0,0,0.0,0.0,0.1634,0.9126,0.1648,0.9148,0.0,0.0,0.0,0.0,64,0.3655,128,3.6,6,0.8,6,0.8,1,1.2,1,1.2,912.5001960784314,1062.0,12.832430238401123,54.69527363184079,64.0,0.3163659793814435,0.2579957877113955,5.0,530.682643368324,0.1306474078702099,0.0016871269669017,64.0,0.3151587086272382,0.2567537523545805,6.0,528.7274646596571,0.1312767093983816,0.0017051682040151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,128.0,0.128687385016494,530.682643368324,0.0699,0.0,0.0682,0.0,1.2,-0.0,1.2,-0.0,1.0,1.0,0.8945416004239534,0.6391096979332274,0.1579226285108638,0.8998410174880763,0.6486486486486487,0.8436671966083731,0.2835188129305776,0.3571807101218865,0.6274509803921569,0.9697933227344993,1.0,1.0,0.940646528881823,0.6375198728139905,0.1303656597774244,0.9215686274509804,0.6772655007949125,0.8733439321674615,0.2845786963434022,0.3778484366719661,0.6253312135665077,0.9666136724960256,0.0185479597244303,0.0185479597244303,0.0355060943296237,0.0355060943296237,1.0,0.0185479597244303,0.0185479597244303,0.0185479597244303,0.0355060943296237,0.0355060943296237,0.3571807101218865,0.971383147853736,0.0185479597244303,0.0185479597244303,0.0323264440911499,0.0323264440911499,1.0,0.0185479597244303,0.0185479597244303,0.0185479597244303,0.0323264440911499,0.0323264440911499,0.3555908850026497,0.9708532061473238,1.0,0.9220985691573926,0.5166931637519873,1.0,0.5188129305776364,0.0291467938526762,0.5272919978802332,1.4641000000000004,0.0484313223460306,1.4170300672591457e-07,1
0,0.0,0.0,0,0.0,0.0,64,1.11,0.1734,64,1.1082,0.1785,0.0,0.0,0.0,0.0,0.1562,0.925,0.1611,0.9235,64,0.5546,128,3.6,1,0.8,1,0.8,8,1.2,8,1.2,652.743,830.96,23.477404837693253,33.70646766169154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.3270584487975789,0.2491550279816918,6.0,493.7836573315777,0.1334520118076183,0.0028058608058608,64.0,0.3289536550406114,0.2506591112607783,7.0,496.6550624245694,0.1330602494557182,0.0026112438286351,64.0,128.0,0.1249535348106175,496.6550624245694,0.8,-0.0,0.8,-0.0,0.0899999999999998,0.0,0.0917999999999998,0.0,0.0121886592474827,0.0121886592474827,0.0222575516693163,0.0222575516693163,1.0,0.0121886592474827,0.0121886592474827,0.0121886592474827,0.0222575516693163,0.0222575516693163,0.2866984631690514,0.9697933227344993,0.0121886592474827,0.0121886592474827,0.0238473767885532,0.0238473767885532,1.0,0.0121886592474827,0.0121886592474827,0.0121886592474827,0.0238473767885532,0.0238473767885532,0.3031266560678325,0.9666136724960256,1.0,1.0,0.9194488606253312,0.8293587705352411,0.1473237943826179,0.9003709591944886,0.483836777954425,0.8532061473237944,0.2904080551139374,0.205087440381558,0.8457869634340223,0.971383147853736,1.0,1.0,0.9379968203497616,0.830948595654478,0.1536830948595654,0.9236883942766296,0.5474297827239004,0.8468468468468469,0.2925278219395866,0.1971383147853736,0.8468468468468469,0.9708532061473238,1.0,0.9941706412294647,0.5166931637519873,1.0,0.5188129305776364,0.0259671436142024,0.4960254372019078,1.4641000000000004,0.0865074304236604,2.9538617432131677e-08,1
64,0.7224,0.1707,64,0.7039,0.1649,1,0.1588,0.0573,2,0.1421,0.0559,0.2363,0.903,0.2343,0.8799,0.3608,0.1323,0.3934,0.1184,63,0.2815,131,3.6,4,0.8,4,0.8,2,1.2,2,1.2,1224.7063636363637,1948.66,34.22579713588573,47.07711442786069,64.0,0.4710248552945184,0.3206087974780232,9.0,689.5134832276667,0.1245132431188544,0.003496935648621,64.0,0.4782771535580527,0.3205901682113574,10.0,696.1473733781834,0.1250383199714381,0.0034145386448757,1.0,0.0039496084439904,0.4681645887845222,1.0,7.204373909396772,0.2526160519077846,0.0012204630575417,1.1200000000000043,0.0013789581205311,0.4672377458116062,1.0,9.82721225735292,0.2399306909115175,0.0002808988764044,64.0,130.12,0.3941503250713772,696.1473733781834,0.0776,0.0,0.0961,0.0,1.0412,0.0,1.0579,0.0,1.0,1.0,0.9650238473767886,0.7700052994170641,0.2559618441971383,0.994700582935877,0.904610492845787,0.7456279809220986,0.5442501324854266,0.2045574986751457,0.8192898781134075,0.9697933227344993,1.0,1.0,0.969263381028087,0.7784843667196608,0.4133545310015898,0.9936406995230525,0.9024907260201378,0.5871754107048225,0.548489666136725,0.2193958664546899,0.8235294117647058,0.9666136724960256,0.1377848436671966,0.1377848436671966,0.3322734499205087,0.2342342342342342,0.9009009009009008,0.2713301536830949,0.969263381028087,0.0996290408055114,0.794912559618442,0.7482776894541601,0.7011128775834659,0.971383147853736,0.3322734499205087,0.1732909379968203,0.3402225755166931,0.3683094859565448,0.9273979862215156,0.2559618441971383,0.9809220985691574,0.0731319554848966,0.7927927927927928,0.5219925808161102,0.548489666136725,0.9708532061473238,0.9803921568627452,0.8118706942236354,0.6316905140434552,1.0,0.6316905140434552,0.7138314785373608,0.7101218865924749,1.259224131079551,0.5606724928022634,1.739670373471327e-05,1
4,0.4619,0.0731,4,0.4532,0.0753,2,0.159,0.034,2,0.1447,0.0399,0.1583,0.5774,0.1662,0.5665,0.2138,0.1325,0.2757,0.1206,2,0.153,12,1.2,7,0.8,7,0.8,3,1.2,3,1.2,57.6592,187.89000000000044,23.7386191930718,0.0,4.0,-0.0011339560144429,0.2752245671513944,3.0,16.788850269227897,0.2645323388722674,0.0009552087374295,4.0,-0.0013876040703052,0.2802528620133373,3.0,16.080191344996372,0.2617086483844162,0.0008130166214078,2.0,-0.0017158544955387,0.3910147848655738,2.0,7.09663892910261,0.256804392679364,-2.148548237891876e-05,2.0,-0.0011041150666945,0.3815829350641613,1.0,6.943742916924527,0.2450282289389317,0.0004535824057772,4.0,12.0,0.3320187872736167,16.788850269227897,0.3381,0.0,0.3468,0.0,1.041,2.148548237891876e-05,1.0553,0.0,0.4780074191838898,0.4848966613672496,0.6507684154742979,0.519872813990461,0.6089030206677265,0.37413884472708,0.5506094329623742,0.392156862745098,0.37413884472708,0.969263381028087,0.1351351351351351,0.9697933227344993,0.4795972443031266,0.4833068362480127,0.6534181240063593,0.5145733969263381,0.6359300476947536,0.3932167461579226,0.694223635400106,0.3656597774244833,0.40646528881823,0.9448860625331214,0.1324854266030736,0.9666136724960256,0.3248542660307366,0.3275039745627981,0.6030736618971914,0.2310545839957604,0.9003709591944886,0.0678325384207737,0.81293057763646,0.1006889242183359,0.7133015368309485,0.8574456809750928,0.1393746687864334,0.975092739798622,0.3322734499205087,0.3338632750397456,0.3402225755166931,0.2278749337572867,0.9236883942766296,0.1165871754107048,0.9178590355060944,0.0768415474297827,0.688924218335983,0.598834128245893,0.1754107048224695,0.9708532061473238,0.2930577636459989,0.4711181770005299,0.2702702702702703,0.2750397456279809,0.2962374138844727,0.5166931637519873,0.3343932167461579,0.287326096408521,0.2013312892060958,7.08624558121898e-07,4
2,0.1107,0.0386,2,0.0901,0.0335,6,0.4973,0.1274,7,0.5095,0.1155,0.3487,0.1384,0.3718,0.1126,0.2562,0.4144,0.2267,0.4246,5,0.2017,17,1.2,2,0.8,2,0.8,6,1.2,6,1.2,46.37710000000001,274.4100000000002,19.692694672329672,0.0,1.0999999999999943,0.0001433349259436,0.5637322843997041,2.0,8.166290504434762,0.2403516453839148,-0.0001245421245421,1.0999999999999943,0.0007485268354833,0.6485131684555364,2.0,8.513663642716134,0.2440855058265347,0.0006569517439082,5.099999999999994,0.0044752349100175,0.3868759598675323,5.0,24.39960889313063,0.2098924469948509,0.0016682592769549,6.099999999999994,0.0004459308807134,0.4017172221823751,4.0,19.63094249618928,0.207689168612481,0.0015978659022137,6.099999999999994,13.399999999999975,0.5002096587262871,24.39960889313063,0.6893,0.0001245421245421,0.7099000000000001,0.0,0.7026999999999999,0.0,0.6905,0.0,0.2485426603073662,0.1165871754107048,0.4970853206147324,0.2029676735559088,0.9475357710651828,0.1192368839427663,0.9740328563857976,0.0535241123476417,0.90990990990991,0.6512983571807102,0.3121356650768415,0.9872813990461048,0.2559618441971383,0.12241653418124,0.5135135135135135,0.2183359830418653,0.9697933227344993,0.0747217806041335,0.9825119236883942,0.030736618971913,0.9358770535241124,0.7048224695283519,0.3884472708002119,0.9666136724960256,0.7233704292527822,0.7223105458399576,0.881293057763646,0.7397986221515633,0.5643879173290938,0.6576576576576577,0.8940116587175411,0.4366719660837307,0.7058823529411765,0.3052464228934817,0.7180710121886592,0.971383147853736,0.7413884472708002,0.7408585055643879,0.8155802861685215,0.7186009538950715,0.5363010068892422,0.6126126126126126,0.8415474297827239,0.4642289348171701,0.7360890302066773,0.3010068892421834,0.4250132485426603,0.9708532061473238,0.4557498675145734,0.5983041865394807,0.40646528881823,0.4138844727080021,0.3895071542130365,0.8569157392686805,0.4160042395336513,0.7568690535742015,0.7018355699139639,1.0326594036954749e-07,4
64,0.7145,0.1239,64,0.7183,0.1235,1,0.1006,0.0353,1,0.0968,0.0342,0.1734,0.8931,0.1719,0.8979,0.3509,0.0838,0.3533,0.0807,63,0.3089,130,2.4,4,0.8,4,0.8,2,1.2,2,1.2,890.9478873239437,1137.1999999999998,18.48281876507377,25.32588454376164,64.0,0.4876160066843727,0.3260516448646512,4.0,791.3899521070304,0.122279736480354,0.0021113962579451,64.0,0.4860493569275764,0.3251570314477674,4.0,788.1559296166857,0.1228201146677594,0.0022352361911014,1.0,0.0022380710811375,0.7071067811865476,1.0,8.206018756667186,0.24750700174246,0.0001799409149234,1.0,-0.0003879323207304,0.6563301233138936,1.0,8.409689706764638,0.271857111327022,0.0003594342156306,64.0,130.0,0.503661395203215,791.3899521070304,0.0855,0.0,0.0817,0.0,1.0994,0.0,1.1032,0.0,1.0,1.0,0.7853736089030207,0.8203497615262321,0.3524112347641759,0.9432962374138844,0.7509273979862215,0.6486486486486487,0.566507684154743,0.1446740858505564,0.8330683624801272,0.9697933227344993,1.0,1.0,0.7795442501324854,0.8187599364069952,0.3052464228934817,0.9385267620561738,0.7461579226285109,0.6958134605193429,0.5691573926868044,0.1621621621621621,0.8314785373608903,0.9666136724960256,0.1377848436671966,0.1377848436671966,0.3322734499205087,0.2702702702702703,0.9448860625331214,0.0768415474297827,0.963963963963964,0.0556438791732909,0.9183889772125068,0.6396396396396397,0.6067832538420773,0.971383147853736,0.1409644939056703,0.1409644939056703,0.3402225755166931,0.2951775304716481,0.9554848966613672,0.0747217806041335,0.9703232644409115,0.0455749867514573,0.9067302596714362,0.9867514573396926,0.264440911499735,0.9708532061473238,0.9803921568627452,0.8722840487546369,0.6030736618971914,1.0,0.6036036036036037,0.8600953895071543,0.7631160572337043,1.3366521268018232,0.8310404786637281,2.585444979889161e-06,1
64,0.7121,0.1183,64,0.7268,0.1292,19,0.8562,0.2614,18,0.8617,0.2704,0.1661,0.8901,0.1778,0.9085,0.3053,0.7135,0.3138,0.7181,46,0.07,165,3.6,2,0.8,2,0.8,3,1.2,3,1.2,1616.8415730337078,2900.0400000000004,32.816631885100776,4.757462686567164,64.0,0.4515382372238827,0.4726127492734958,42.0,603.485596063539,0.1328805130283501,0.002285120653204,64.0,0.4605963403076474,0.4774041389191268,43.0,608.4169248687327,0.1320388909038419,0.0025072902238098,17.28,0.0771487934679594,0.9339079590451408,7.0,140.04034345498823,0.1505014504719887,0.0039620543850696,16.28,0.0835824159801705,0.9267263056752116,7.0,143.23746487485403,0.154352215275821,0.0044277174309251,64.0,161.56,0.7026627882282437,608.4169248687327,0.0879,0.0,0.0732,0.0,0.3438,0.0,0.3382999999999999,0.0,1.0,1.0,0.9915209326974032,0.7138314785373608,0.3709591944886062,0.8876523582405935,0.688924218335983,0.629570747217806,0.8330683624801272,0.401165871754107,0.8065712771595125,0.9697933227344993,1.0,1.0,0.9920508744038156,0.7244303126656068,0.1971383147853736,0.9581346051934287,0.7694753577106518,0.8044515103338633,0.8426073131955485,0.392156862745098,0.8118706942236354,0.9666136724960256,0.7943826179120297,0.7943826179120297,0.9364069952305246,0.7954425013248543,0.3190249072602014,0.9973502914679384,0.9427662957074722,0.6815050344462109,0.9576046634870164,0.2458929517753047,0.8060413354531002,0.971383147853736,0.7927927927927928,0.7927927927927928,0.9379968203497616,0.7965023847376789,0.3184949655537891,0.9968203497615262,0.9470058293587704,0.6820349761526232,0.9560148383677796,0.2432432432432432,0.8065712771595125,0.9708532061473238,0.5723370429252782,0.2045574986751457,0.9268680445151032,1.0,0.9273979862215156,0.9517753047164812,0.6354001059883413,0.2014758609727281,0.8517603240174797,0.0060144776403034,2
36,0.7134,0.1051,36,0.7104,0.1032,12,1.0369,0.1601,20,1.0398,0.1524,0.1473,0.8918,0.1453,0.888,0.1544,0.8641,0.1466,0.8665,24,0.1632,104,3.6,7,0.8,7,0.8,7,1.2,7,1.2,404.6711,794.02,17.93899580987922,0.031094527363184,36.0,0.3432648195643535,0.5139427416979243,7.0,475.0795210627274,0.1090312914333609,0.0016580572914785,35.06999999999999,0.3442184734313476,0.5161126396679531,8.0,476.91262850384334,0.1073255799543373,0.0015518549290178,10.139999999999986,0.031687317126034,0.5670955417715472,9.0,73.50504314931909,0.186282473417482,0.0019556406458837,12.559999999999944,0.0279016002600873,0.6871788392292182,18.0,76.62017184900816,0.2289570639537258,0.0016188996857277,36.0,93.76999999999992,0.5710824405916608,476.91262850384334,0.0866,0.0,0.0896,0.0,0.1631,0.0,0.1601999999999999,0.0,0.5998940116587176,0.6004239533651299,0.9554848966613672,0.6067832538420773,0.3630100688924218,0.6210916799152093,0.2681505034446211,0.6380498145204028,0.8706942236354,0.0296767355590885,0.6693163751987281,0.9697933227344993,0.5998940116587176,0.598834128245893,0.9618441971383148,0.6094329623741388,0.3773184949655538,0.5919448860625331,0.2299947005829359,0.6248012718600954,0.8754636989931107,0.0323264440911499,0.6724960254372019,0.9666136724960256,0.7768945416004239,0.7763645998940116,0.9607843137254902,0.7837837837837838,0.2246952835188129,0.8203497615262321,0.4536301006889242,0.7758346581875993,0.8653948065712772,0.2745098039215686,0.7954425013248543,0.971383147853736,0.7970323264440912,0.7832538420773715,0.9841017488076312,0.7832538420773715,0.223105458399576,0.7768945416004239,0.3269740328563858,0.7774244833068362,0.9183889772125068,0.4006359300476947,0.7943826179120297,0.9708532061473238,0.5166931637519873,0.5140434552199258,0.4939056703762586,0.4647588765235824,0.4907260201377848,0.890302066772655,0.4854266030736619,0.1324154923770441,0.7586065940250756,0.0396254569691525,2
0,0.0,0.0,0,0.0,0.0,5,0.6117,0.0821,5,0.6054,0.0969,0.0,0.0,0.0,0.0,0.1342,0.5098,0.1601,0.5045,5,0.3043,10,1.2,1,0.8,1,0.8,8,1.2,8,1.2,33.4741,80.08500000000029,16.5482821529267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.004118050789293,0.2036808545113167,3.0,14.32557602375674,0.2592151509188304,0.0011147635733121,5.0,0.0030415778636708,0.2280108020748134,3.0,14.275555175200878,0.2390545094071741,0.00112711772568,5.0,10.0,0.1079229141465325,14.32557602375674,0.8,-0.0,0.8,-0.0,0.5882999999999999,0.0,0.5945999999999999,0.0,0.0121886592474827,0.0121886592474827,0.0222575516693163,0.0222575516693163,1.0,0.0121886592474827,0.0121886592474827,0.0121886592474827,0.0222575516693163,0.0222575516693163,0.2866984631690514,0.9697933227344993,0.0121886592474827,0.0121886592474827,0.0238473767885532,0.0238473767885532,1.0,0.0121886592474827,0.0121886592474827,0.0121886592474827,0.0238473767885532,0.0238473767885532,0.3031266560678325,0.9666136724960256,0.6915739268680445,0.7037625861155273,0.7323794382617912,0.6147323794382618,0.4488606253312135,0.4605193428722841,0.1573926868044515,0.5527291997880233,0.1854795972443031,0.8966613672496025,0.7069422363540011,0.971383147853736,0.6958134605193429,0.7090620031796503,0.7366189719130896,0.6120826709062003,0.4636989931107578,0.5357710651828299,0.5400105988341283,0.5368309485956545,0.2352941176470588,0.5092739798622151,0.6650768415474297,0.9708532061473238,0.4557498675145734,0.8648648648648649,0.0667726550079491,0.3736089030206677,0.068362480127186,0.0137784843667196,0.2220455749867514,0.7088533440108024,0.0306312738959003,3.770049135136799e-09,4
64,0.7227,0.1341,64,0.7221,0.1358,3,0.3597,0.0995,3,0.3729,0.0951,0.1856,0.9034,0.1881,0.9026,0.2766,0.2998,0.255,0.3108,61,0.1781,134,4.8,4,0.8,4,0.8,1,1.2,1,1.2,1978.4195121951216,2740.0,33.264204468372334,47.01631701631702,64.0,0.3493750288981705,0.2661548737616366,5.0,533.4360808615116,0.1294518454686443,0.0027482545504985,64.0,0.3516791763636083,0.2667631967243346,5.0,534.6622824200828,0.1293038354987475,0.0024538785197971,2.0900000000000034,0.0011096897492409,0.3131936745494356,2.0,5.624782712817025,0.2602759403160138,0.0023533899480603,2.0900000000000034,0.0013100503984094,0.3528324245058936,2.0,6.697518845648179,0.2701045880905348,0.0016946657830248,64.0,132.18,0.2997360423853251,534.6622824200828,0.0773,0.0,0.0779,0.0,0.8402999999999999,0.0,0.8271,0.0,1.0,1.0,0.8945416004239534,0.6428192898781134,0.2522522522522522,0.96767355590885,0.8028616852146264,0.7493375728669847,0.3275039745627981,0.3349231584525702,0.679915209326974,0.9697933227344993,1.0,1.0,0.8929517753047165,0.6454689984101749,0.2612612612612612,0.975092739798622,0.8108108108108109,0.7408585055643879,0.3449920508744038,0.3343932167461579,0.6841547429782724,0.9666136724960256,0.5050344462109168,0.3656597774244833,0.6030736618971914,0.1775304716481187,0.7048224695283519,0.5463698993110758,0.9194488606253312,0.2957074721780604,0.4811870694223635,0.9120296767355592,0.5113937466878643,0.971383147853736,0.5039745627980922,0.3730789613142554,0.6083730789613142,0.214096449390567,0.6952835188129306,0.525172231054584,0.8908320084790673,0.3052464228934817,0.6025437201907791,0.9803921568627452,0.5426603073661898,0.9708532061473238,0.721250662427133,0.5511393746687865,0.8171701112877583,1.0,0.7853736089030207,0.397456279809221,0.5325914149443561,0.7273278581115487,0.2214617084588809,0.0019783405599452,1
64,0.728,0.1102,64,0.7217,0.101,35,1.133,0.1653,35,1.1274,0.175,0.1514,0.91,0.1399,0.9021,0.1459,0.9442,0.1552,0.9395,29,0.2027,198,4.8,6,0.8,6,0.8,5,1.2,5,1.2,1405.0895833333334,2040.51,23.971757086729976,13.314711359404097,64.0,0.4550446122168843,0.3177302814384375,5.0,740.5360199825315,0.1246332755516678,0.0016837754767091,64.0,0.4593267882187941,0.3188422081019736,6.0,750.8781176995066,0.1247537129809934,0.0020045656650055,32.239999999999995,0.0875085792724778,0.6077876801955852,9.0,416.00323119290033,0.0957553762703997,0.003272059920623,33.16,0.0855092357733282,0.6246322411310596,8.0,428.2098167921738,0.0983008385524356,0.0034090298707887,64.0,193.4,0.467248102716764,750.8781176995066,0.072,0.0,0.0783,0.0,0.0669999999999999,0.0,0.0726,0.0,1.0,1.0,0.8945416004239534,0.7996820349761526,0.1812400635930047,0.7228404875463699,0.3842077371489136,0.8203497615262321,0.5363010068892422,0.2093269740328563,0.8086910439851617,0.9697933227344993,1.0,1.0,0.940646528881823,0.8033916269210387,0.2681505034446211,0.570217276099629,0.1452040275569687,0.7329093799682035,0.5437201907790143,0.2093269740328563,0.8108108108108109,0.9666136724960256,0.8097509273979863,0.809220985691574,0.9607843137254902,0.8145204027556969,0.0858505564387917,0.8547959724430313,0.320084790673026,0.9152093269740328,0.8876523582405935,0.0445151033386327,0.8071012188659248,0.971383147853736,0.809220985691574,0.8102808691043986,0.9507154213036566,0.8161102278749337,0.0964493905670376,0.9114997350291468,0.4716481187069422,0.9040805511393748,0.8971913089560148,0.0439851616322204,0.8071012188659248,0.9708532061473238,0.5257021727609963,0.6216216216216216,0.9443561208267092,1.0,0.9443561208267092,0.8245892951775304,0.7419183889772125,0.1052756602857416,0.7849436814295311,0.2480463700443174,1
