Timestamp,Total_Load_Mbps_Config,Flows,Time_Since_Traffic_Start_s,Time_Since_Last_Rehash_s,Is_Rehash_Event,src1_port2_qdepth,src1_port2_max_q_delay_us,src1_port2_acc_q_delay_us,src1_port2_mbps,src1_port2_congestion_drop_rate_percent,Weight_Port2,src1_port3_qdepth,src1_port3_max_q_delay_us,src1_port3_acc_q_delay_us,src1_port3_mbps,src1_port3_congestion_drop_rate_percent,Weight_Port3,src1_port4_qdepth,src1_port4_max_q_delay_us,src1_port4_acc_q_delay_us,src1_port4_mbps,src1_port4_congestion_drop_rate_percent,Weight_Port4,src1_port5_qdepth,src1_port5_max_q_delay_us,src1_port5_acc_q_delay_us,src1_port5_mbps,src1_port5_congestion_drop_rate_percent,Weight_Port5,src1_port6_qdepth,src1_port6_max_q_delay_us,src1_port6_acc_q_delay_us,src1_port6_mbps,src1_port6_congestion_drop_rate_percent,Weight_Port6,src1_port7_qdepth,src1_port7_max_q_delay_us,src1_port7_acc_q_delay_us,src1_port7_mbps,src1_port7_congestion_drop_rate_percent,Weight_Port7,src1_port8_qdepth,src1_port8_max_q_delay_us,src1_port8_acc_q_delay_us,src1_port8_mbps,src1_port8_congestion_drop_rate_percent,Weight_Port8,src1_port9_qdepth,src1_port9_max_q_delay_us,src1_port9_acc_q_delay_us,src1_port9_mbps,src1_port9_congestion_drop_rate_percent,Weight_Port9,Label_Max_Path_Delay_ms,Label_Total_Drop_Rate_Percent
2026-05-21 03:33:40.963652,1.3,10,11.48,11.4,0,1,15544.05,21534.06,0.197,0.0,0.1071,1,11083.96,18834.67,0.197,0.0,0.1071,1,14664.55,16143.24,0.116,0.0,0.1071,1,11003.35,13681.93,0.186,0.0,0.1071,1,8083.05,10456.29,0.139,0.0,0.1429,1,7279.79,11556.14,0.197,0.0,0.1429,1,10022.87,10998.44,0.151,0.0,0.1429,1,9669.43,10471.08,0.209,0.0,0.1429,21.5340601868838,0.0
2026-05-21 03:33:41.997845,1.3,10,12.51,12.43,0,1,13367.72,15921.42,0.187,0.0,0.1071,1,13284.09,16508.1,0.128,0.0,0.1071,1,13007.27,15095.17,0.152,0.0,0.1071,1,15435.5,16251.68,0.233,0.0,0.1071,1,10722.02,11729.39,0.163,0.0,0.1429,1,6983.84,12763.54,0.187,0.0,0.1429,1,9821.36,10468.23,0.175,0.0,0.1429,2,9969.43,15764.42,0.175,0.0,0.1429,16.50809989096867,0.0
2026-05-21 03:33:43.032469,1.3,10,13.55,13.47,0,1,15642.91,17349.13,0.128,0.0,0.1071,2,12599.43,16423.33,0.209,0.0,0.1071,1,14127.08,18254.15,0.209,0.0,0.1071,1,14479.65,15262.1,0.151,0.0,0.1071,1,9557.2,10086.22,0.186,0.0,0.1429,1,5394.25,9842.76,0.198,0.0,0.1429,1,7722.51,8837.07,0.163,0.0,0.1429,1,8569.13,14369.73,0.151,0.0,0.1429,18.254151378485545,0.0
2026-05-21 03:33:44.065949,1.3,10,14.58,14.5,0,1,16002.77,17412.74,0.198,0.0,0.1071,1,10530.63,14205.5,0.14,0.0,0.1071,1,13470.42,14884.95,0.152,0.0,0.1071,1,12475.8,14333.83,0.21,0.0,0.1071,1,10819.16,11339.76,0.14,0.0,0.1429,1,8275.98,11308.03,0.175,0.0,0.1429,1,8116.25,9248.62,0.175,0.0,0.1429,1,8879.84,11562.92,0.21,0.0,0.1429,17.41273762504586,0.0
2026-05-21 03:33:45.110102,1.3,10,15.62,15.54,0,1,15680.93,18075.12,0.163,0.0,0.1071,1,12627.39,14199.55,0.151,0.0,0.1071,1,13827.13,14677.78,0.186,0.0,0.1071,1,13877.34,15871.15,0.198,0.0,0.1071,1,10421.45,10588.13,0.151,0.0,0.1429,1,9409.29,12539.31,0.186,0.0,0.1429,1,8923.88,10625.79,0.256,0.0,0.1429,2,11243.15,13542.58,0.105,0.0,0.1429,18.075121287513756,0.0
2026-05-21 03:33:46.155580,1.3,10,16.67,16.59,0,2,17161.48,19751.54,0.186,0.0,0.1071,1,13678.52,15774.16,0.163,5.63,0.1071,1,14374.44,16587.54,0.163,5.21,0.1071,2,14543.5,22828.34,0.186,0.0,0.1071,1,9406.83,11851.54,0.198,4.51,0.1429,1,9762.59,13227.19,0.175,0.0,0.1429,1,8986.96,12124.64,0.163,5.63,0.1429,1,9563.05,11542.97,0.175,5.21,0.1429,22.828344799306112,3.28
2026-05-21 03:33:47.194844,1.3,10,17.71,17.63,0,1,12625.14,15157.06,0.163,0.0,0.1071,1,14199.65,20916.25,0.222,0.0,0.1071,1,14054.93,14772.76,0.163,0.0,0.1071,1,16365.95,19699.1,0.175,5.21,0.1071,1,9768.15,12170.36,0.163,0.0,0.1429,2,11346.28,19853.96,0.233,0.0,0.1429,2,10057.29,13594.89,0.198,0.0,0.1429,1,10920.31,12822.59,0.152,0.0,0.1429,20.916249472735053,0.68
2026-05-21 03:33:48.251067,1.3,10,18.76,18.68,0,1,12164.44,15689.02,0.21,4.21,0.1071,1,13027.4,15689.17,0.187,0.0,0.1071,1,14372.78,14765.23,0.198,0.0,0.1071,1,9411.49,11662.33,0.128,0.0,0.1071,1,7111.55,9417.01,0.163,0.0,0.1429,1,10037.78,15128.99,0.187,0.0,0.1429,1,9592.29,12597.47,0.163,0.0,0.1429,1,10439.89,13045.48,0.187,0.0,0.1429,15.689174841820517,0.66
2026-05-21 03:33:49.286605,1.3,10,19.8,19.73,0,1,19508.53,28504.61,0.151,0.0,0.1071,1,14345.22,16067.75,0.197,0.0,0.1071,2,16524.73,17729.57,0.174,0.0,0.1071,2,10842.65,16054.6,0.186,0.0,0.1071,1,9178.96,9884.6,0.151,0.0,0.1429,1,10558.03,12097.3,0.186,0.0,0.1429,1,9624.29,14348.54,0.151,0.0,0.1429,2,10136.17,15028.94,0.209,0.0,0.1429,28.504605482428857,0.0
2026-05-21 03:33:50.322115,1.3,10,20.83,20.75,0,1,15611.26,19285.18,0.198,0.0,0.1071,2,14401.07,18014.63,0.163,0.0,0.1071,1,14875.02,15249.07,0.163,0.0,0.1071,1,13242.49,16068.88,0.175,0.0,0.1071,2,9219.59,11935.18,0.152,0.0,0.1429,2,11399.41,11875.19,0.21,0.0,0.1429,2,9110.29,13143.46,0.117,0.0,0.1429,2,9701.35,12342.38,0.222,0.0,0.1429,19.28518164472866,0.0
