Timestamp,src1_port2_qdepth,src1_port2_mbps,src1_port3_qdepth,src1_port3_mbps,src1_port4_qdepth,src1_port4_mbps,src1_port5_qdepth,src1_port5_mbps
1777546216.2543929,1,0.02,1,0.02,1,0.01,1,0.01
1777546216.3573072,2,0.22,1,0.15,4,0.28,4,0.31
1777546216.4729407,1,0.33,1,0.29,5,0.5,4,0.55
1777546216.575061,1,0.4,1,0.37,6,0.72,5,0.73
1777546216.681811,2,0.48,2,0.46,7,0.83,6,0.81
1777546216.783957,1,0.54,1,0.52,7,0.93,7,0.94
1777546216.8873754,1,0.55,2,0.57,8,0.95,8,0.99
1777546216.9912965,2,0.58,1,0.57,9,1.0,9,1.06
1777546217.106287,1,0.59,1,0.58,10,1.04,10,1.11
1777546217.2148385,1,0.61,1,0.56,11,1.08,10,1.13
1777546217.3171222,1,0.59,1,0.63,11,1.13,11,1.13
1777546217.4363546,1,0.56,2,0.62,13,1.08,13,1.06
1777546217.5395734,1,0.56,2,0.64,13,1.1,13,1.11
1777546217.641647,1,0.6,1,0.68,14,1.14,13,1.12
1777546217.7452202,1,0.59,1,0.68,15,1.14,15,1.15
1777546217.8558748,1,0.6,1,0.63,16,1.11,16,1.15
1777546217.9583368,1,0.62,1,0.65,16,1.12,17,1.12
1777546218.060573,1,0.61,1,0.62,17,1.16,18,1.12
1777546218.1639333,1,0.63,1,0.64,18,1.15,19,1.09
1777546218.265998,1,0.61,1,0.62,19,1.18,19,1.11
1777546218.3677008,1,0.63,1,0.64,20,1.2,21,1.12
1777546218.47251,1,0.61,1,0.61,21,1.17,21,1.09
1777546218.5767136,1,0.63,1,0.63,22,1.16,22,1.13
1777546218.6802065,1,0.61,1,0.61,23,1.18,23,1.16
1777546218.78844,1,0.62,1,0.62,24,1.15,24,1.16
1777546218.8899484,1,0.64,1,0.64,25,1.15,24,1.13
1777546218.9927762,1,0.62,1,0.62,26,1.18,26,1.13
1777546219.0972052,2,0.63,1,0.63,26,1.19,26,1.09
1777546219.2021232,1,0.64,1,0.64,28,1.2,28,1.1
1777546219.3058496,1,0.62,1,0.62,29,1.17,28,1.11
1777546219.4108088,1,0.6,1,0.6,29,1.16,29,1.14
1777546219.5153558,1,0.62,1,0.62,30,1.14,30,1.16
1777546219.6219327,1,0.63,1,0.63,30,1.13,30,1.14
1777546219.7266912,1,0.64,1,0.61,31,1.09,31,1.16
1777546219.8283837,1,0.62,1,0.63,32,1.11,32,1.19
1777546219.9325786,1,0.6,1,0.61,33,1.14,33,1.17
1777546220.0406923,1,0.61,1,0.62,35,1.12,34,1.2
1777546220.144428,2,0.6,2,0.63,35,1.09,35,1.18
1777546220.2462215,1,0.59,2,0.65,36,1.11,36,1.2
1777546220.35601,1,0.6,1,0.64,37,1.1,37,1.19
1777546220.5406516,1,0.53,1,0.56,38,1.05,38,1.12
1777546220.644845,2,0.57,2,0.6,39,1.1,39,1.12
1777546220.7466998,4,0.61,4,0.59,40,1.11,40,1.12
1777546220.8484576,4,0.66,4,0.65,41,1.12,40,1.16
1777546220.9501364,4,0.7,3,0.7,40,1.13,41,1.12
1777546221.05193,2,0.7,1,0.66,41,1.13,41,1.16
1777546221.1537778,1,0.69,1,0.67,43,1.1,43,1.16
1777546221.2549427,1,0.66,1,0.64,44,1.15,44,1.16
1777546221.3576007,1,0.63,1,0.65,45,1.14,45,1.15
1777546221.4627452,1,0.64,1,0.62,46,1.13,46,1.17
1777546221.565981,1,0.65,1,0.64,46,1.1,47,1.19
1777546221.6698654,1,0.62,1,0.65,47,1.11,48,1.17
1777546221.7716079,1,0.64,1,0.62,48,1.15,48,1.16
1777546221.8821177,1,0.64,1,0.63,50,1.12,49,1.16
1777546221.9839444,1,0.62,1,0.61,50,1.2,50,1.19
1777546222.0952706,2,0.68,1,0.61,50,1.18,51,1.15
1777546222.2179205,1,0.65,1,0.6,52,1.14,52,1.14
1777546222.331357,1,0.64,1,0.6,53,1.14,52,1.17
1777546222.4444013,1,0.63,1,0.61,53,1.14,53,1.13
1777546222.5541396,1,0.63,1,0.62,54,1.14,55,1.14
1777546222.665947,1,0.63,1,0.62,55,1.15,55,1.14
1777546222.7674081,1,0.61,1,0.64,57,1.21,56,1.18
1777546222.8832896,1,0.61,1,0.63,57,1.12,57,1.13
1777546222.985202,1,0.63,1,0.61,59,1.13,58,1.16
1777546223.0887902,1,0.64,1,0.63,59,1.16,59,1.15
1777546223.1951168,1,0.61,1,0.6,60,1.14,60,1.17
1777546223.2986722,1,0.63,1,0.62,61,1.14,61,1.12
1777546223.4034507,1,0.61,1,0.6,61,1.16,62,1.12
1777546223.5050128,1,0.63,1,0.63,62,1.12,62,1.13
1777546223.6081579,1,0.64,1,0.64,63,1.16,63,1.19
1777546223.7164972,1,0.61,1,0.61,64,1.1,64,1.16
1777546223.8192275,1,0.63,1,0.6,64,1.14,64,1.18
1777546223.9216077,1,0.61,1,0.62,64,1.14,64,1.14
1777546224.023157,1,0.63,1,0.64,64,1.14,64,1.17
1777546224.125516,1,0.61,1,0.62,64,1.14,64,1.16
1777546224.2309635,1,0.59,1,0.63,64,1.16,64,1.14
1777546224.333219,1,0.62,1,0.61,64,1.16,64,1.14
1777546224.4379773,1,0.6,1,0.59,64,1.14,64,1.17
1777546224.540564,3,0.62,2,0.59,64,1.14,64,1.12
1777546224.642217,2,0.64,2,0.62,64,1.14,64,1.16
1777546224.746946,2,0.62,2,0.63,64,1.1,64,1.15
1777546224.848552,1,0.64,1,0.65,64,1.15,64,1.15
1777546224.9531908,1,0.61,1,0.65,64,1.14,64,1.17
1777546225.0562394,1,0.63,1,0.63,64,1.1,64,1.16
1777546225.159269,1,0.61,1,0.61,64,1.14,64,1.15
1777546225.265564,1,0.62,1,0.62,64,1.16,64,1.13
1777546225.3674157,1,0.61,1,0.64,64,1.15,64,1.1
1777546225.4685922,1,0.63,1,0.62,64,1.15,64,1.15
1777546225.571371,1,0.65,1,0.6,64,1.12,64,1.14
1777546225.6754508,1,0.62,1,0.62,64,1.12,64,1.17
1777546225.7770274,1,0.64,1,0.61,64,1.16,64,1.16
1777546225.8832538,1,0.61,1,0.62,64,1.11,64,1.14
1777546225.9845104,1,0.63,1,0.64,64,1.12,64,1.18
1777546226.0857677,1,0.62,1,0.62,64,1.1,64,1.17
1777546226.1870818,1,0.6,1,0.64,64,1.11,64,1.2
