Timestamp,src1_port2_qdepth,src1_port2_mbps,src1_port3_qdepth,src1_port3_mbps,src1_port4_qdepth,src1_port4_mbps,src1_port5_qdepth,src1_port5_mbps
1777546496.9017785,1,0.06,1,0.06,2,0.14,2,0.26
1777546497.0062149,1,0.11,1,0.11,5,0.46,5,0.49
1777546497.1085129,1,0.14,1,0.14,5,0.66,4,0.65
1777546497.2135203,1,0.13,1,0.2,4,0.8,4,0.75
1777546497.3177054,1,0.16,0,0.14,4,0.86,4,0.83
1777546497.422376,1,0.21,1,0.13,4,0.87,4,0.95
1777546497.5301108,1,0.28,0,0.09,4,0.9,4,0.99
1777546497.6399262,0,0.19,1,0.19,4,0.95,5,1.01
1777546497.7442338,1,0.24,1,0.17,4,0.96,4,1.01
1777546497.8459773,1,0.2,1,0.22,4,0.99,4,1.01
1777546497.9510007,1,0.21,1,0.22,4,0.99,4,1.04
1777546498.0523345,1,0.18,1,0.22,4,0.97,4,1.01
1777546498.1594424,0,0.12,1,0.25,4,1.01,5,1.03
1777546498.271653,1,0.21,1,0.21,4,1.02,4,1.03
1777546498.3731108,1,0.22,1,0.18,4,1.05,4,1.03
1777546498.4747446,1,0.22,1,0.19,4,1.08,4,1.03
1777546498.579443,1,0.19,1,0.24,4,1.02,4,1.05
1777546498.6835115,1,0.23,1,0.2,4,1.02,5,1.04
1777546498.7865527,1,0.26,1,0.17,4,1.02,5,1.07
1777546498.88927,1,0.29,0,0.12,4,1.02,4,1.05
1777546498.9910939,1,0.23,1,0.19,4,1.06,4,1.08
1777546499.1039424,1,0.26,1,0.13,4,1.02,4,1.06
1777546499.2170773,1,0.3,1,0.12,5,1.06,4,1.05
1777546499.3239198,1,0.28,1,0.12,4,1.06,4,1.0
1777546499.4254818,1,0.23,1,0.19,4,1.09,4,1.01
1777546499.5296955,1,0.23,1,0.2,3,1.06,4,1.01
1777546499.6313038,1,0.26,1,0.17,4,1.05,4,1.02
1777546499.7342427,1,0.28,0,0.12,4,1.01,4,1.05
1777546499.8418586,1,0.3,1,0.15,4,1.0,4,1.03
1777546499.952017,1,0.24,1,0.17,4,1.05,4,1.04
1777546500.0532916,1,0.24,1,0.15,4,1.04,4,1.04
1777546500.157335,1,0.23,1,0.17,4,1.06,4,1.03
1777546500.259443,1,0.23,1,0.19,3,1.02,4,1.06
1777546500.3634448,1,0.19,1,0.23,4,1.02,4,1.04
1777546500.4655054,1,0.17,1,0.23,4,0.95,4,0.94
1777546500.5692961,1,0.25,0,0.16,4,0.97,3,0.96
1777546500.6706054,1,0.21,1,0.18,4,0.99,4,0.98
1777546500.772169,1,0.18,1,0.23,3,1.01,4,1.03
1777546500.8739414,1,0.26,0,0.16,5,1.01,4,1.1
1777546500.9777026,1,0.29,1,0.15,4,1.05,5,1.14
1777546501.0793655,0,0.2,1,0.21,4,1.04,4,1.14
1777546501.1815057,1,0.17,1,0.25,4,1.01,4,1.14
1777546501.2830486,1,0.16,1,0.24,4,1.05,4,1.07
1777546501.390988,1,0.17,1,0.23,4,1.06,4,1.08
1777546501.4928489,1,0.22,1,0.2,4,1.05,4,1.06
1777546501.5955055,1,0.22,1,0.21,4,1.0,4,1.05
1777546501.6974144,1,0.23,1,0.21,4,1.04,4,1.05
1777546501.8035026,1,0.19,1,0.18,4,0.96,4,1.06
1777546501.9046338,1,0.2,1,0.2,5,0.99,5,1.09
1777546502.0123856,1,0.21,1,0.2,5,1.05,4,1.09
1777546502.1141987,1,0.21,1,0.21,4,1.07,4,1.07
1777546502.2168553,1,0.22,1,0.21,3,1.02,4,1.06
1777546502.3227448,1,0.28,0,0.15,4,1.01,4,1.07
